RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
308,JENKINS MINI MART #17,45785,408 S Main St,Farmville,VA,239012074,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/4/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
662,HARD TIMES RESTAURANT & LOUNGE,16783,6049  Hwy 903,Bracey,VA,23919,SOLD TO TWO UAB'S; ALLOWED CONSUMPTION BY TWO PERSONS ,2,N,LYNCHBURG,INITIAL HEARING,1/6/2007,8/27/2007,2/4/2008,20," $ 1,500.00 ",,,,,
699,HARD TIMES RESTAURANT & LOUNGE,16783,6049  Hwy 903,Bracey,VA,23919,SOLD TO TWO UAB'S; ALLOWED CONSUMPTION BY TWO PERSONS ,2,N,LYNCHBURG,BOARD APPEAL HEARING,1/6/2007,8/27/2007,2/21/2008,," $ 1,500.00 ",,,,,BOARD RECONSIDERED ORDER
988,FOOD LION 2102,29059,1113 W Main St,Chase City,VA,23924,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,3/26/2008,,05/15/08,25," $ 2,000.00 ",,,,,
395,BYRD'S FOOD STORE #442,77836,839 E 2nd St,Chase City,VA,239241700,SOLD TO UAB,1,N,LYNCHBURG,INITIAL HEARING,3/16/2007,8/21/2007,10/3/2007,25," $ 2,000.00 ",,,,,
924,CLARKSVILLE LAKE COUNTRY WINE FESTIVAL,331868,412 Virginia Ave,Clarksville,VA,23927,PEACE & GOOD ORDER,2,N,LYNCHBURG,INITIAL HEARING,3/10/2008,4/1/2008,04/30/08,,,,,,,APPLICATION-LICENSE GRANTED-BANQUET 
722,PERK'S CORNER MARKET,31460,115 E Virginia Ave,Crewe,VA,239301834,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,10/30/2007,2/13/2008,2/26/2008,," $ 1,500.00 ",,,,,
167,JENKINS MINI MART #15,15837,1196 Main St,Dillwyn,VA,23936,SOLD TO UAB,1,Y,LYNCHBURG,INITIAL HEARING,5/17/2007,8/20/2007,9/28/2007,30," $ 4,500.00 ",15,,,,
915,ELLIOTT'S COUNTRY STORE 3,39524,13915 Kings Hwy,Drakes Branch,VA,23937,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,2/19/2008,,04/25/08,25," $ 2,000.00 ",,,,,
472,RUMORZ CAFÉ,42274,1799 N Mecklenburg Ave,South Hill,VA,23950,DESIGNATED MGR. INTOXICATED/LOITERING BY INTOXICATED PERSON/CONSUMPTION OF AB BY TWO UNDERAGED PERSONS,3,N,LYNCHBURG,INITIAL HEARING,12/2/2006,6/8/2007,7/18/2007,,,,,,Y,
300,KAYHILL'S RESTAURANT,34721,1791 N Mecklenburg Ave,LaCrosse,VA,23950,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
678,COUNTY LINE MARKET,26849,27988 E Prince Edward Hwy,Rice,VA,23966,SOLD TO UAB,1,N,LYNCHBURG,INITIAL HEARING,8/4/2007,1/7/2008,2/14/2008,,,,,,Y,
799,EZ STOP,49615,827 N Mecklenburg Ave,South HIll,VA,23970,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/25/2008,,03/20/08,25," $ 2,000.00 ",,,,,
266,VAUGHAN'S GROCERY,57579,2200 Nottoway Blvd Box U,Victoria,VA,23974,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,7/23/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
1081,4 SEASONS VICTORIA,31821,1401 Main St,Victoria,VA,23974,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,4/29/2008,,06/30/08,25," $ 2,000.00 ",,,,,
944,THE MIX ONE 6 CLUB,48351,16 W Campbell Ave-First Floor,Roanoke,VA,24011,KEPT UNAUTHORIZED AB; ALLOWED CONSUMPTION IN UNAUTHORIZED AREAS ,2,N,ROANOKE,CONSENT SETTLEMENT,3/13/2008,,5/12/2008,7," $ 1,000.00 ",,,,,
946,"GUNTHER O DARBY'S PUB, LLC",47469,303 Jefferson St SW,Roanoke,VA,24011,ALLOWED WINE CONSUMPTION TO BE REMOVED FROM ESTABLISHMENT; ALLOWED BEER CONSUMPTION TO BE REMOVED FROM ESTABLISHMENT.,2,N,ROANOKE,CONSENT SETTLEMENT,3/15/2008,,5/12/2008,7," $ 1,000.00 ",,,,,
973,THE CORNERSTONE BAR & GRILL,13777,24 Campbell Ave SE,Roanoke,VA,24011,FAILED TO KEEP COMPLETE & ACCURATE RECORDS AT THE PLACE OF BUSINESS; QUALIFICATIONS,2,N,ROANOKE,BOARD APPEAL HEARING,8/28/2007,1/29/2008,05/27/08,,,,,,,REDUCED TO WRITTEN WARNING
628,TONGS THAI RESTAURANT,42110,19 Salem Ave SW,Roanoke,VA,240111307,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/24/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
147,SZECHUAN RESTAURANT ,12617,1390 Townesquare Blvd,Roanoke,VA,24012,SOLD TO UAB,1,Y,ROANOKE,INITIAL HEARING,2/7/2007,7/23/2007,8/29/2007,30," $ 3,000.00 ",10,,,,
668,W R BREWS (MB),19470,3801 Williamson Rd,Roanoke,VA,24012,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,Y,ROANOKE,BOARD APPEAL HEARING,11/30/2006,9/12/2007,2/8/2008,15," $ 1,000.00 ",7,,,,
868,EL RODEO (MB),32952,4017 Williamson Rd,Roanoke,VA,24012,FAILED TO SUBMIT ANNUAL REVIEW REPORT - TWICE,2,Y,ROANOKE,OFFER IN COMPROMISE,5/31/2007,4/3/2008,04/10/08,," $ 1,500.00 ",,,,,
960,EL COQUI CARIBBEAN REST,45637,1502 Williamson Rd,Roanoke,VA,24012,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,10/23/2007,4/9/2008,05/13/08,25," $ 2,000.00 ",,,,,
294,SHAKERS GOOD FOOD & DRINK,48147,1909 Valley View Blvd NW,Roanoke,VA,240122002,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/8/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
88,MR A'S MART,566,421 E Campbell Ave SE,Roanoke,VA,24013,ISSUED A DISHONORED CHECK,1,N,ROANOKE,CONSENT SETTLEMENT,3/12/2007,,8/24/2007,7, $ 250.00 ,,,,,
295,7 ELEVEN 2531 21878,27921,1701 9th St SE,Roanoke,VA,24013,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/10/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
736,STAR VALLEY MINI MART,25074,831 Highland Ave SE,Roanoke,VA,24013,CONVICTED FELON,1,N,ROANOKE,INITIAL HEARING,6/12/2007,1/31/2008,3/6/2008,10," $ 1,500.00 ",,,,,
503,COMMUNITY STORE,42629,1922 Bennington St,Roanoke,VA,24014,SOLD TO A UAB THREE TIMES; NO DESIGNATED MANAGER ON DUTY TWO TIMES; DESIGNATED MANAGER NOT POSTED,6,Y,ROANOKE,INITIAL HEARING,3/19/2007,7/24/2007,9/4/2007,25," $ 9,500.00 ",28,18,,,
890,VALERO FRANKLIN MART,40372,3001 Franklin Rd,Roanoke,VA,24014,SOLD TO UAB ON TWELVE OCCAISIONS,12,Y,ROANOKE,BOARD APPEAL HEARING,6/20/2007,12/21/2007,04/17/08,,,,,Y,,REVOKED
995,MONTANO'S INTERNATIONAL,48198,3733 Franklin Rd SW,Roanoke,VA,24014,SOLD TO UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,10/23/2007,5/28/2008,6/5/2008,," $ 12,500.00 ",8,,,,
290,GALAXY SUPER SAVE FRESH FOODS,52987,1314 Riverland Rd SE,Roanoke,VA,240143610,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,3/2/2007,7/23/2007,8/30/2007,25," $ 2,000.00 ",,,,,
634,AWFUL ARTHURS SEAFOOD COMPANY,10442,2229 Colonial Ave,Roanoke,VA,24015,ALLOWED CONSUMPTION OF AB BY AN INTOXICATED PERSON UPON LICENSED PREMISES,1,N,ROANOKE,CONSENT SETTLEMENT,9/22/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
774,KROGER #400,6601,614 Brandon Ave,Roanoke,VA,24015,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/23/2007,,3/20/2008,25," $ 2,000.00 ",,,,,
987,THE FRESH MARKET,40546,2207 Colonial Ave,Roanoke,VA,24015,SOLD TO UAB; FAILED TO HAVE A DESIGNATED MGR. PRESENT,2,N,ROANOKE,CONSENT SETTLEMENT,3/17/2008,,05/15/08,25," $ 2,500.00 ",,,,,
562,EXPRESS SHOPPE,32546,2635 Colonial Ave SW,Roanoke,VA,240153833,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,6/19/2007,12/7/2007,1/24/2008,25," $ 2,000.00 ",,,,,
110,THE PARK,25943,615 Salem Ave SW,Roanoke,VA,24016,QUALIFICATIONS,1,Y,ROANOKE,INITIAL HEARING,12/31/2006,7/25/2007,9/4/2007,7," $ 1,000.00 ",,,,,
772,SHEETZ 300,11141,1212 Williamson Rd,Roanoke,VA,24016,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,12/14/2007,,03/20/08,25," $ 2,000.00 ",,,,,
19,THE VENUE GRILL & LOUNGE,46826,2523 Melrose Ave NW,Roanoke,VA,24017,"APPLICATION OBJECTIONS: APPLICANT, FORMER LICENSEE, HAS DEMONSTRATED BY HIS RECORD A LACK OF RESPECT FOR LAW AND ORDER",1,N,ROANOKE,INITIAL HEARING,4/9/2007,6/28/2007,7/9/2007,,,,,,,APPLICATION -LICENSE GRANTED
878,SHENANDOAH RESTAURANT (des. mgr.),58815,2905 Shenandoah Ave NW,Roanoke,VA,24017,EMPLOYEE HAS VIOLATED ANY LAWS APPLICABLE TO USE OR SALE OF AB; HAS BEEN CONVICTED OF A FELONY,2,N,ROANOKE,INITIAL HEARING,9/20/2007,12/21/2007,04/16/08,,,,,,,APPLICATION-LICENSE DENIED
935,STOP IN FOOD STORES 58,32361,3911 Melrose Ave NW,Roanoke,VA,24017,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/25/2008,,5/5/2008,25," $ 2,000.00 ",,,,,
965,JORDAN MART,1520,2607 Core Rd NW,Roanoke,VA,24017,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,10/4/2007,4/11/2008,05/27/08,,,,,,Y,
392,LAFAYETTE GROCERY MART,41894,1035 Lafayette Blvd NW,Roanoke,VA,240173529,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/18/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
217,WILCO #683,13074,4350 Brambleton Ave SW,Roanoke,VA,24018,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/25/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
7,THE CELLAR,39059,3203 Brambleton Ave,Roanoke,VA,24018,ALLOWED AN INTOXICATED PERSON TO CONSUME,1,N,ROANOKE,INITIAL HEARING,9/30/2006,7/25/2007,9/4/2007,25," $ 2,000.00 ",,,,,
902,EZN 202,78130,4040 Electric Rd,Roanoke,VA,24018,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/11/2008,,04/21/08,25," $ 2,000.00 ",,,,,
1010,BACKCREEK GRILL,44641,6063 Bent Mountain Rd,Roanoke,VA,24018,"ALLOWED CONSUMPTION OF AB IN AN UNAUTHORIZED AREA; FAILED TO KEEP COMPLETE, ACCURATE RECORDS; PERMITTED A UAB TO SERVE AB ON PREMISES; SOLD AB FOR CONSUMPTION IN AN UNAUTHORIZED AREA. ",4,N,ROANOKE,INITIAL HEARING,6/25/2007,1/31/2008,06/06/08,25," $ 2,500.00 ",,,,,
218,CVS PHARMACY # 4378,75316,4400 Brambleton Ave,Roanoke,VA,240183427,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/25/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
196,PETERS CREEK GETTY MART,7477,5420  Peters Creek Rd,Roanoke,VA,24019,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/14/2007,,7/16/2007,25," $ 2,000.00 ",,,,,
796,SCHOONERS (MB),41441,7226 Williamson Rd,Roanoke,VA,24019,QUALIFICATIONS,1,N,ROANOKE,CONSENT SETTLEMENT,1/1/2007,,03/20/08,10," $ 1,000.00 ",,,,,
853,QUICK N SAVE FOOD MART,33408,4662 Old Mountain Rd,Roanoke,VA,24019,SOLD TO UAB,1,Y,ROANOKE,INITIAL HEARING,8/8/2007,2/26/2008,04/07/08,30," $ 3,000.00 ",10,,,,
922,EL TOREO,17401,6617 Thirlane Rd NW,Roanoke,VA,24019,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/10/2008,,04/25/08,25," $ 2,000.00 ",,,,,
379,HANGING ROCK FAST FOOD MARKET,13359,1812 Thompson Memorial Dr,Roanoke,VA,240195532,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
642,THE ROCK HOUSE,77392,1100 Philpott Hwy,Axton,VA,24054,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/2/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
404,EASTWOOD GENERAL STORE,47364,1555 Irisburg Rd,Axton,VA,240542384,SOLD TO UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,7/17/2007,10/24/2007,11/15/2007,," $ 1,500.00 ",,,,,
310,DODGES STORE,30899,4863 Virginia Ave,Bassett,VA,24055,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/27/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
601,SPEEDWAY # 8,39678,5975 Fairystone Pky,Bassett,VA,24055,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/8/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
954,"B & S MART, INC.",31328,9965 Bent Mountain Rd,Bent Mountain,VA,24059,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/20/2008,,05/12/08,25," $ 2,000.00 ",,,,,
86,THE LAZY PARROT CARRIBBEAN,38249,211B Draper Rd,Blacksburg,VA,24060,FINANCIAL RESPONSIBILITIES,1,Y,ROANOKE,INITIAL HEARING,11/1/2006,6/1/2007,7/11/2007,,,,,Y,,REVOKED
25,CERITANO'S,34801,428 N Main St,Blacksburg,VA,24060,DESIGNATED MGR. HAS BEEN CONVICTED OF A FELON,1,N,ROANOKE,INITIAL HEARING,7/24/2006,6/7/2007,7/17/2007,,,,,,,MANAGER APPROVED
468,OGE CHI'S RESTAURANT & LOUNGE,45086,204 Draper Rd,Blacksburg,VA,24060,SOLD TO UABS; CONSUMPTION OF AB BY AN UNDERAGED PERSON,2,N,ROANOKE,INITIAL HEARING,1/27/2007,6/7/2007,7/18/2007,25," $ 2,500.00 ",,,,,
454,THE LAZY PARROT CARIBBEAN CUISINE,38249,211B Draper Rd,Blacksburg,VA,24060,"SOLD TO UAB, ALLOWED CONSUMPTION OF AB BY TWO UAB'S",2,Y,ROANOKE,INITIAL HEARING,2/22/2007,7/23/2007,8/30/2007,60," $ 7,000.00 ",30,,,,
584,THE LAZY PARROT CARIBBEAN (MB),38249,211B Draper Rd,Blacksburg,VA,24060,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,Y,ROANOKE,INITIAL HEARING,3/31/2007,12/10/2007,1/28/2008,60," $ 5,000.00 ",45,,Y,,REVOKED
657,MOE'S SOUTHWEST GRILL (MB),49039,239 N Main St,Blacksburg,VA,24060,APPLICATION OBJECTION: QUALIFICATIONS,1,N,ROANOKE,INITIAL HEARING,10/11/2007,12/27/2007,2/1/2008,,,,,,,LICENSE GRANTED
720,SIGMA GRILL & LOUNGE,34735,1715 Pratt Dr Ste 1200,Blacksburg,VA,24060,QUALIFICATIONS,1,Y,ROANOKE,INITIAL HEARING,8/31/2007,1/24/2008,2/26/2008,,,,,Y,,REVOKED
748,SIGMA GRILL & LOUNGE,34735,1715 Pratt Dr Ste 1200,Blacksburg,VA,24060,QUALIFICATIONS,1,N,ROANOKE,ORDER TO VACATE DECISION,8/31/2007,3/7/2008,3/18/2008,,,,,,,VACATE DECISION AND GRANT LATE APPEAL
773,WILCO #651,13071,2111 S Main St,Blacksburg,VA,24060,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/5/2007,,03/20/08,25," $ 2,000.00 ",,,,,
863,CHAMPS SPORTS BAR & CAFÉ,5375,111 N Main St,Blacksburg,VA,24060,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/7/2008,,4/8/2008,25," $ 2,000.00 ",,,,,
916,BOGENS,34096,622 N Main St,Blacksburg,VA,24060,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/7/2008,,04/25/08,25," $ 2,000.00 ",,,,,
1028,SIGMA GRILL & LOUNGE,34735,"1715 Pratt Dr, Ste 1200",Blacksburg,VA,24060,QUALIFICATIONS,1,Y,ROANOKE,BOARD APPEAL HEARING,8/32/07,1/24/2008,06/11/08,,,,,Y,,
242,THE GOBBLER ITALIAN RESTAURANT,40076,890 Kabrich St,Blacksburg,VA,240603343,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/14/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
239,EL RODEO MEXICAN RESTAURANT 8,53688,623 N Main St,Blacksburg,VA,240603348,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/7/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
240,THE INN AT VA TECH & SKELTON CONF.,39265,901 Prices Fork Rd,Blacksburg,VA,24061,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/14/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
214,SMOKER'S CHOICE,43200,2115 Roanoke Rd,Christiansburg,VA,24073,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/20/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
221,CHARLIE'S CHINESE RESTAURANT,38194,35 W Main St,Christiansburg,VA,24073,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/14/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
149,CHRISTIANSBURG HAND MART,21614,255 N Franklin St,Christiansburg,VA,24073,SOLD TO UAB,1,Y,ROANOKE,BOARD APPEAL HEARING,12/10/2006,11/15/2007,11/16/2007,30," $ 3,000.00 ",10,,,,
640,FOOD LION 1397,9859,1530 Roanoke St,Christianburg,VA,24073,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/15/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
734,FAMOUS ANTHONY'S,34384,6 Radford Rd,Christianburg,VA,24073,FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED; ALLOWED A UAB TO SELL/SERVE AB.,2,N,ROANOKE,INITIAL HEARING,8/24/2007,1/29/2008,3/4/2008,7," $ 1,000.00 ",,,,,
835,TARGET STORE T 1292,45135,195 Conston Ave,Christianburg,VA,24073,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/7/2008,,4/1/2008,25," $ 2,000.00 ",,,,,
966,PIZZA INN,54833,190 N Franklin St,Christianburg,VA,24073,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,11/8/2007,4/9/2008,05/27/08,30," $ 3,000.00 ",10,,,,
1042,NRV SUPERBOWL,76431,375 Arbor Dr,Christiansburg,VA,24073,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,4/30/2008,,06/16/08,25," $ 2,000.00 ",,,,,
677,BLUE RIDGE BEVERAGE CO.,57774,602 N Daniels Creek Road P O Box 253,Collinsville,VA,24078,LICENSEE REQUEST TO EMPLOY A PERSON WHO HAS BEEN A CONVICTED FELON,1,N,ROANOKE,INITIAL HEARING,5/24/2007,1/10/2008,2/14/2008,,,,,,,EMPLOYEE APPROVED
903,CVS/PHARMACY #5582,39621,3001 Virginia Ave,Collinsville,VA,24078,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,2/25/2008,,04/21/08,25," $ 2,000.00 ",,,,,
970,ELLISTON FOOD MART,15095,9311 Roanoke Rd,Elliston,VA,24087,LICENSEE ILLEGALLY POSSESSED CONTROLLED SUBSTANCES UPON LICENSED PREMISES,1,N,ROANOKE,BOARD APPEAL HEARING,2/28/2007,1/24/2008,05/27/08,5, $ 500.00 ,,,,,
482,EL TORITO,42681,8160 Franklin St,Ferrum,VA,24088,LOITERING-INTOXICATED PERSON/CONSUMPTION OF AB BY UNDERAGED/ILLUMINATION,3,N,LYNCHBURG,INITIAL HEARING,11/30/2006,6/7/2007,7/17/2007,7, $ 500.00 ,,,,,
1015,HAPPY PAPPY'S GRILL,39162,10057 Franklin St,Ferrum,VA,24088,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,3/12/2008,,06/05/08,25," $ 2,000.00 ",,,,,
396,OLD MILL GROCERY,16583,901 Botetourt Rd,Fincastle,VA,24090,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,2/8/2007,9/21/2007,11/9/2007,25," $ 2,000.00 ",,,,,
676,THE PINE TAVERN,38336,611 Floyd Hwy N,Floyd,VA,24091,SOLD TO UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/15/2007,1/31/2008,2/14/2008,," $ 1,500.00 ",,,,,
910,SMOKER'S CHOICE,47317,1015 Liberty St,Martinsville,VA,24112,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,2/25/2008,,04/25/08,25," $ 2,000.00 ",,,,,
585,APPLEBEE'S NEIGHBORHOOD GRILL(MB),444,281 Commonwealth Blvd W,Martinsville,VA,241121820,CONDUCTED HAPPY HOUR CONTRARY TO RULES,1,N,LYNCHBURG,INITIAL HEARING,4/26/2007,12/10/2007,1/28/2008,,,,,,,WRITTEN WARNING
710,APPLEBEE'S NEIGHBORHOOD GRILL,444,281 Commonwealth Blvd W,Martinsville,VA,241121820,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/13/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
683,DUFFERS INC. (MB),76426,730 E Church St Patrick Henry Mall,Martinsville,VA,24115,QUALIFICATIONS,1,Y,LYNCHBURG,INITIAL HEARING,4/30/2007,12/19/2007,2/15/2008,15," $ 1,500.00 ",,,,,
1000,C & M GROCERY,59792,427 Main St,New Castle,VA,24127,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/20/2008,,6/4/2008,25," $ 2,000.00 ",,,,,
589,PEMBROKE STOP N SAVE,45209,138 Grill Rd,Pembroke,VA,24136,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/6/2007,,1/4/2008,25," $ 2,000.00 ",,,,,
643,LITTLE GIANT GROCERY,20318,5813 Virginia Ave,Pembroke,VA,24136,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/6/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
827,SAL'S PIZZA & ITALIAN RESTAURANT,35269,709 W Main St,Radford,VA,24141,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,10/30/2007,2/22/2008,4/1/2008,25," $ 2,000.00 ",,,,,
1062,MI PUERTO RESTAURANT,15855,1121 E Main St,Radford,VA,24141,SOLD TO UAB; EMPLOYEE CONSUMED WHILE ON DUTY,2,N,ROANOKE,OFFER IN COMPROMISE,2/21/2008,6/18/2008,06/23/08,," $ 2,500.00 ",,,,,
417,MACADO'S,40147,510 E Main St,Radford,VA,241411929,ALLOWED CONSUMPTION OF AB BY INTOXICATED PERSONS; ALLOWED INTOXICATED PERSONS TO LOITER; ALLOWED CONSUMPTION OF AB BY AN EMPLOYEE WHILE ON DUTY,2,Y,ROANOKE,INITIAL HEARING,3/18/2007,7/23/2007,8/29/2007,30," $ 4,500.00 ",3,,,,
27,R & R MARKET & SNACK BAR,11627,1611 Wadsworth St,Radford,VA,241413413,DESIGNATED MGR. IS CONVICTED FELON,1,N,ROANOKE,INITIAL HEARING,10/27/2006,8/10/2007,9/26/2007,,,,,,,MANAGER DISAPPROVED
641,BUCKOS PANTRY 1,72892,Hwy 114 7554 Peppers Ferry Blvd,Radford,VA,241418888,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/27/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
344,STOP IN FOOD STORE # 160,36390,955 Federal St Rt 219 N,Rich Creek,VA,241479722,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/20/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
899,RED BIRCH OF MARTINSVILLE,10742,4801 US 220 Greensboro Rd,Ridgeway,VA,24148,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,2/25/2008,,04/21/08,25," $ 2,000.00 ",,,,,
869,JONES PRODUCE,35770,1105 N Main St,Rocky Mount,VA,24151,SOLD TO UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,1/16/2008,4/3/2008,04/10/08,," $ 1,500.00 ",,,,,
255,619 MINUTE MARKET,8409,11498 Virgil H Goode Hwy,Rocky Mount,VA,241514200,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,7/11/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
603,SMOKE CITY,28472,520 Fourth St,Salem,VA,24153,FAILED TO HAVE DESIGNATED MGR. PRESENT; SOLD TO UAB,2,N,ROANOKE,CONSENT SETTLEMENT,10/30/2007,,1/15/2008,25," $ 2,500.00 ",,,,,
618,QUICKWAY #2,38844,16 Chestnut St,Salem,VA,24153,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/24/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
612,MAIN STREET CITGO,41806,1803 W Main St,Salem,VA,24153,ILLEGAL USE OR SALE OF CONTROLLED SUBSTANCES,1,Y,ROANOKE,INITIAL HEARING,4/13/2007,12/21/2007,1/31/2008,25," $ 1,000.00 ",10,,,,
852,PIZZA HUT,11829,1224 W Main St,Salem,VA,24153,SOLD TO UAB,1,Y,ROANOKE,INITIAL HEARING,10/24/2007,2/22/2008,04/07/08,30," $ 3,000.00 ",10,,,,
898,APPLE MARKET,31329,2723 Main St,Salem,VA,24153,FAILED TO HAVE A DESIGNATED MGR. PRESENT,1,N,ROANOKE,CONSENT SETTLEMENT,2/14/2008,,04/21/08,7, $ 500.00 ,,,,,
936,FAMOUS ANTHONY'S,70694,1716 W Main St,Salem,VA,24153,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/10/2008,,5/5/2008,25," $ 2,000.00 ",,,,,
937,LIBERTY FOOD MART,10526,815 W Main St,Salem,VA,24153,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/10/2008,,5/5/2008,25," $ 2,000.00 ",,,,,
940, KROGER #320,77998,1925 Electric Rd,Salem,VA,24153,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/10/2008,,05/12/08,25," $ 2,000.00 ",,,,,
