RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,
216,HOLIDAY INN MONTICELLO,2863,1200 5TH STREET SW,CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/12/2011,N,10/19/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
390,DOWNTOWN THAI RESTAURANT,32939,111 W WATER STREET,CHARLOTTESVILLE,VA,22902,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING AUGUST 31, 2011",1,Y,STAUNTON,CONSENT SETTLEMENT,12/6/2011,N,12/9/2011,,,1/12/2012,," $ 1,000.00 ",,,,,,,
430,THE BOX,50863,109 2ND STREET SE,CHARLOTTESVILLE,VA,22902,FAILURE TO SUBMIT MBAR; GROSS RECEIPTS FOR SALE OF FOOD AND NONALCOHOLIC BEVERAGES LESS THAN 45% ,2,Y,STAUNTON,INITIAL HEARING,2/28/2011,Y,6/21/2011,12/7/2011,12/22/2011,1/26/2012,10," $ 1,000.00 ",,,,,CHG 1 NO CIVIL PENALTY IMPOSED,,
625,LA GUADALUPANA,66876,"221 CARLTON RD, SUITE 15",CHARLOTTESVILLE,VA,22902,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/16/2012,N,4/30/2012,,,6/8/2012,25,,,,,,,,
3,COUPE DEVILLES,38112,9 ELLIEWOOD AVE,CHARLOTESVILLE,VA,22903,UAB,1,N,CHESAPEAKE,INITIAL HEARING,1/25/2011,N,2/4/2011,3/11/2011,6/1/2011,7/7/2011,30," $ 3,000.00 ",10,,,,,,
61,BOYLAND HEIGHTS,52297,102 14TH STREET SW,CHARLOTESVILLE,VA,22903,ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGEED BY PERSON LESS THAN 21; ALLOWED INTOXICATED PERSON TO LOITER ON PREMISES & ALLOWED BEER DISPENSED FOR ON PREMISES CONSUMPTION TO BE REMOVED FROM AUTHORIZED AREA,3,Y,STAUNTON,APPEAL HEARING,1/25/2011,N,2/10/2011,3/11/2011,5/31/2011,7/28/2011,30," $ 3,000.00 ",7,12,,,MART TRANING FOR MGRS. & RSVP TRAINING WITHIN 12 MOS. OF BD. ORDER,,
148,GOCO FOOD MART,40675,832 CHERRY AVENUE,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/14/2011,N,9/21/2011,,,10/11/2011,," $ 2,000.00 ",,,,,,,
149,7 ELEVEN STORE 2531-16728F,344754,2218 BARRACLS ROAD,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/14/2011,N,9/21/2011,,,10/11/2011,," $ 2,000.00 ",,,,,,,
209,MILLMONT GRILLE,59118,1035 MILLMONT STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,9/7/2011,N,9/14/2011,,,11/10/2011,," $ 1,000.00 ",,,,,BARTENDER TO TAKE RSVP ON 11-15-2011,,
250,THE CORNER GROCERY,69202,1325 W. MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,10/12/2011,N,10/19/2011,,,12/1/2011,," $ 1,500.00 ",,,,,CERTIFICATION OF COMPLETION OF RSVP BY EMPLOYEE THAT SOLD,,
329,KROGER 359,78007,1159 EMMET STREET N,CHARLOTTESVILLE,VA,22903,UAB,1,Y,STAUNTON,OFFER IN COMPROMISE,11/2/2011,N,11/14/2011,,,12/15/2011,," $ 4,500.00 ",3,,,,STORE MGR TO ATTEND MART,,
502,7 DAY JUNIOR,66506,"104 14TH STREET, NW SUITE 5",CHARLOTTESVILLE,VA,22903,SERVED AB TO 3 PERSONS UNDER THE AGE OF 21,1,N,STAUNTON, CONSENT SETTLEMENT,2/23/2012,N,3/1/2012,,,3/21/2012,," $ 2,000.00 ",,,,,,,
512,WINE MADE SIMPLE LLC,67980,"2214 IVY ROAD, SUITE 108",CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/12/2012,N,3/6/2012,,,3/27/2012,," $ 2,000.00 ",,,,,,,
558,ASIAN EXPRESS,54226,"909 W MAIN ST., SUITE 102",CHARLOTTESVILLE,VA,22903,"1) LICENSEE FAILED TO KEEP COMPLETE, ACCURANGTE AND SEPARATE RECORDS; 2) LICENSEE FAILED TO SUBMIT A DELIVERY REPORT IN A TIMELY MANNER.",2,N,STAUNTON,CONSENT SETTLEMENT,2/29/2012,N,4/6/2012,,,4/30/2012,7,,,,,,,,
603,GOCO FOOD MART 3,53009,924 HARRIS STREET,CHARLOTTESVILLE,VA,22903,UAB,1,Y,STAUNTON,CONSENT SETTLEMENT,4/16/2012,N,4/30/2012,,,5/31/2012,25,,,,,,,,
607,BLUE MOON DINNER LLC,44827,512 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/16/2012,N,4/30/2012,,,5/31/2012,," $ 2,000.00 ",,,,,,,
666,FEAST,14855,416 W. MAIN ST. STE. H,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,4/16/2012,Y,4/30/2012,,,6/29/2012,," $ 1,000.00 ",,,,,,,
581,RUBY TUESDAY 191,74457,1114 EMMET STREET N,CHARLOTTESVILLE,VA,22903,THE LICENSEE ADVERTISED ABOUT OR CONCERNING HAPPY HOUR,1,N,STAUNTON,CONSENT SETTLEMENT,4/5/2012,N,4/18/2012,,,5/16/2012,, $ 500.00 ,,,,,,,
238,EXPRESSO ITALIAN RESTAURANT & PANCAKE HOUSE,69047,1626 RICHMOND ROAD,CHARLOTTESVILLE,VA,22911,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/12/2011,N,10/19/2011,,,11/21/2011,25,,,,,,,,
657,BLACK ROCK VILLAGE CENTER,329,39 WINTERGREEN DRIVE,NELLYSFORD,VA,22958,ALLOWED CONSUMPTION BY INTOXICATED; SOLD TO INTOXICATED; ALLOWED CONSUMPTION IN OTHER THAN AUTHORIZED AREAS,3,N,LYNCHBURG,OFFER IN COMPROMISE,10/22/2011,Y,3/15/2012,,,6/21/2012,," $ 2,500.00 ",,,,,,,
38,EDWARD W. THOMAS,2134,13027 JAMES MADISON HIGHWAY,PALMYRA,VA,22963,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,6/15/2011,N,6/30/2011,,,7/28/2011,," $ 2,000.00 ",,,,,,,
391,TONY G's GRILL,65611,8625 SEMINOLE TRAIL,RUCKERSVILLE,VA,22968,LICENSEE ALLOWED INTOXICATED PERSONS TO LOITER UPON LICENSED PREMISES.,1,N,STAUNTON,CONSENT SETTLEMENT,8/20/2011,N,9/15/2011,,,10/11/2011,7,,,,,,FILE NEGLECTED TO BE RECORDED IN OCT.,,
635,LORD HARDWICKES NATE & EMS PIZZA,51294,"5920 SEMINOLE TR, STE 101 &102",RUCKERSVILLE,VA,22968,UAB,1,N,STAUNTON,INITIAL HEARING,10/5/2012,N,11/17/2011,3/7/2012,5/4/2012,6/18/2012,25," $ 2,000.00 ",,,,,,,
218,BIG K-MART #7717,4498,2712 W MAIN STREET,WAYNESBORO,VA,22980,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/12/2011,N,10/17/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
258,CVS PHARMACY #74,62844,2823 W MAIN STREET,WAYNESBORO,VA,22980,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/19/2011,N,10/21/2011,,,12/1/2011,," $ 2,000.00 ",,,,,,,
288,OASIS RESTAURANT,62264,305 E MAIN ST,WAYNESBORO,VA,22980,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,STAUNTON,INITIAL HEARING,7/31/2011,N,8/10/2011,9/8/2011,11/7/2011,12/9/2011,7,,,,,,,,
328,EL PUERTO MEXICAN RESTAURANT 17,6861,2105 W. MAIN STREET,WAYNESBORO,VA,22980,UAB,1,N,STAUNTON,OFFER IN COMPROMISE,10/19/2011,N,10/21/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
520,WYANTS STORE,51393,4771 BROWNS GAP TURNPIKE,WHITE HALL,VA,22987,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/2/2012,N,3/7/2012,,,4/3/2012,," $ 2,000.00 ",,,,,,,
68,JADE CHINESE RESTAURANT,52497,10180 LAKERIDGE PKWY,ASHLAND,VA,23005,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,4/6/2011,N,4/13/2011,5/26/2011,6/13/2011,8/2/2011,20,,,,,,,,
311,DOSWELL EXPRESS,40752,16414 WASHINGTON HWY,DOSWELL,VA,23047,SOLD ALCOHOLIC BEVERAGES WHILE THE LICENSE WAS UNDER SUSPENSION,1,N,RICHMOND,INITIAL HEARING,4/6/2011,Y,4/21/2011,6/22/2011,8/9/2011,12/15/2011,60," $ 5,000.00 ",15,,,,,,
634,DOSWELL EXPRESS,40752,16414 WASHINGTON HWY,DOSWELL,VA,23047,SOLD ALCOHOLIC BEVERAGES WHILE THE LICENSE WAS UNDER SUSPENSION,1,Y,RICHMOND,INITIAL HEARING,1/13/2012,Y,2/14/2012,4/5/2012,5/14/2012,6/18/2012,60," $ 5,000.00 ",25,,,,,,
195,FOOD LION 2507,12050,11371 NUCKOL;S ROAD,GLEN ALLEN,VA,23059,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,9/20/2011,N,10/6/2000,,,11/4/2011,," $ 2,000.00 ",,,,,,,
472,JJS GRILLE,45980,10298 STAPLES MILL RD,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,INITIAL HEARING,9/29/2011,N,11/15/2011,12/13/2011,1/25/2012,2/28/2012,20," $ 1,750.00 ",,,,,,,
536,SILVER DINER,54420,10890 W BROAD STREET,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,3/7/2012,N,3/28/2012,,,4/10/2012,," $ 2,000.00 ",,,,,,,
604,PLAZA GUADALAJARA,41364,4348 POUNCEY TRACT ROAD,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/24/2012,N,5/4/2012,,,5/31/2012,," $ 2,000.00 ",,,,,,,
637,T&CS DUGOUT,62667,1510 MOUNTAIN RD,GLEN ALLEN,VA,23060,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT X2,2,N,RICHMOND,INITIAL HEARING,8/31/2011,N,3/6/2012,4/6/2012,5/14/2012,6/18/2012,7," $ 1,000.00 ",,,,,,,
267,PIZZA HUT #4501,55029,1725 GEORGE WASHINGTON MEMORIAL HIGHWAY,GLOUCESTER,VA,23062,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/17/2011,N,10/27/2011,,,12/6/2011,25,,,,,,,,
653,CVS PHARMACY #1534,62892,1301 E. NINE MILE ROAD,HIGHLAND SPRINGS,VA,23075,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/21/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
528,RAINBOW ACRES CAMPING RESORT & RV SA,75175,514 JAMES ROAD,KING AND QUEEN COURT HOUSE,VA,23085,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,3/10/2012,N,3/27/2012,,,4/5/2012,25,,,,,,,,
639,STOP IN FOOD STORE 139,58062,45 BROAD STREET RD,MANAKIN SABOT,VA,23103,UAB,1,N,RICHMOND,INITIAL HEARING,11/16/2011,N,12/19/2011,3/15/2012,5/16/2012,6/19/2012,,,,48,,,PROBATION WITH CONDITIONS,,
598,LITTLE TEXAS 3,67081,109 COMMERCE PARK CIR,MANQUIN,VA,23106,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY; PURCHASED ALCOHOLIC BEVERAGES EXCEPT FOR CASH,2,Y,RICHMOND,INITIAL HEARING,11/17/2011,N,11/29/2011,2/22/2012,4/17/2012,5/29/2012,10, $ 250.00 ,,,,,,,
600,ARNEST SEAFOOD,48570,109 COMMERCE PARK DR,MANQUIN,VA,23106,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,Y,RICHMOND,INITIAL HEARING,11/17/2011,Y,12/2/2011,2/22/2012,4/18/2012,5/29/2012,,,,24,,,2 YEARS PROBATION,,
305,CULLENS COVE,61663,6233 MECHANICSVILLE TURNPIKE,MECHANICSVILLE,VA,23111,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,6/15/2011,N,7/8/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
523,IK CATERING,65238,7522 LEE DAVIS RD,MECHANICSVILLE,VA,23111,FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,11/15/2011,N,12/12/2011,1/25/2012,2/28/2012,4/3/2012,7, $ 500.00 ,,,,,,,
650,CVS PHARMACY #1980,62941,7048 MECHANICSVILLE PIKE,MECHANICSVILLE,VA,23111,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/21/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
304,SHOGUN JAPENESE STEAK AND SUSHI RESTAURANT,44985,7020 WOODLAKE COMMONS LOOP,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/25/2011,N,11/22/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
583,AMOCO,73774,11200 HULL STREET ROAD,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,APPEAL HEARING,9/19/2011,Y,11/4/2011,1/17/2012,2/29/2012,5/17/2012,," $ 1,500.00 ",,,,,,,
594,TAYLORS AT MARKET SQUARE,26458,4922 MILLRIDGE PARKWAY E,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2012,N,4/23/2012,,,5/24/2012,," $ 2,000.00 ",,,,,,,
651,CVS PHARMACY #12,62841,13800 HULL STREET ROAD,MIDLOTHIAN,VA,23112,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/6/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
655,CVS PHARMACY #1836,47069,13620 GENITO ROAD,MIDLOTHIAN,VA,23112,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/6/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
56,FOOD LION 477,9705,13100 MIDLOTHIAN TPKE,MIDLOTHIAN,VA,23113,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,4/20/2011,Y,6/1/2011,,,7/29/2011,," $ 5,000.00 ",,,,,,,
309,Q BARBECUE,54774,2077 WALMART WAY,MIDLOTHIAN,VA,23113,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/22/2011,N,11/17/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
376,INDEPENDENCE GOLF CLUB,14317,600 FOUNDERS BRIDGE BOULEVARD,MIDLOTHIAN,VA,23113,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/27/2011,N,12/6/2011,,,1/9/2012,," $ 2,000.00 ",,,,,,,
591,PLAZA AZTECA MEXICAN RESTAURANT,65607,"15801 WC MAIN ST, SUITE 405",MIDLOTHIAN,VA,23113,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/17/2012,N,5/3/2012,,,5/24/2012,," $ 2,000.00 ",,,,,,,
614,FOOD LION 477,9705,13100 MIDLOTHIAN TPKE,MIDLOTHIAN,VA,23113,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,9/21/2011,Y,11/3/2011,3/14/2012,5/8/2012,6/1/2012,," $ 7,500.00 ",6,,,,RSVP FOR ALL EMPLOYEES,,
652,CVS PHARMACY #4242,54698,151 PIKE VIEW DRIVE,MIDLOTHIAN,VA,23113,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,4/27/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
220,OWENS CREEK CORNER STORE,42237,1534 OWENS CREEK ROAD,MINERAL,VA,23117,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,9/24/2011,N,10/18/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
377,JOHNNYS QUICK STOP,66615,2172 PENDLETON ROAD,MINERAL,VA,23117,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/15/2011,N,12/1/2011,,,1/9/2012,," $ 2,000.00 ",,,,,,,
492,R & M NEW YORK MARKET,67464,60 DAVIS HIGHWAY,MINERAL,VA,23117,"MISREPRESENTED A MATERIAL FACT IN APPLYING TO THE BOARD FOR A LICENSE; CAUSE EXISTS ALFRED RICHARD ALESSI, JR. NOT A PERSON OF GOOD MORAL CHARACTER AND REPUTE; DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD; ALFRED RICHARD ALESSI, JR. HAS DEMONSTRATED BY HIS POLICE RECORD A LACK OF RESPECT FOR LAW AND ORER; UAB",6,N,RICHMOND,APPEAL HEARING,4/18/2011,Y,6/30/2011,9/6/2011,10/31/2011,3/15/2012,365," $ 1,500.00 ",,12,,Y,CHARGE WITHDRAWN,,
343,CIOLONIAL DOWNS FOOD & BEVERAGE,64852,10700 HORSEMENTS ROAD,NEW KENT,VA,23124,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2011,N,11/29/2011,,,1/3/2012,25,,,,,,,,
475,7 ELEVEN STORE 2516 34063H,50313,2646 GENERAL PULLER HWY,SALUDA,VA,23149,UAB,1,N,HAMPTON,INITIAL HEARING,10/14/2011,N,11/9/2011,1/14/2012,1/20/2012,2/28/2012,30," $ 3,000.00 ",10,,,,,,
219,COURTYARD RICHMONDAIRPORT,65520,5400 WILLIAMSBURG ROAD,SANDSTON,VA,23150,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/29/2011,N,10/19/2011,,,11/15/2011,," $ 2,000.00 ",,,,,,,
477,CHUCKS ORIGINAL SUPERMARKET,65111,390 E WILLIAMSBURG ROAD,SANDSTON,VA,23150,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/29/2011,N,2/1/2012,,,2/29/2012,25,,,,,,,,
488,CHUCKS ORIGINAL SUPERMARKET,47210,390 E WILLIAMSBURG ROAD,SANDSTON,VA,23150,UAB,1,N,RICHMOND,INITIAL HEARING,9/29/2011,Y,11/21/2011,1/26/2012,1/31/2012,3/9/2012,,,,,,,CHARGE WITHDRAWN,,
226,THE GRIDIRON SPORTS GRILLE,63058,113 PALACE LANE,WILLIAMSBURG,VA,23185,"RATIO,FAILED TO HAVE DESIGNATED MANAGER PRESENT, PURCHASED WINE OR BEER FOR RESALE FROM A PERSON OTHER THAN A MANUFACTURER, BOTTLER, OR WHOLESALER LICENDED IN THIS COMMONWEALTH.",3,N,HAMPTON,APPEAL HEARING,11/30/2010,N,6/14/2011,7/14/2011,8/29/2011,11/17/2011,10," $ 2,000.00 ",,,,,WRITTEN WARNING,,
320,SOUTH OF THE BORDER,32002,322 SECOND ST,WILLIAMSBURG,VA,23185,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING APRIL 30, 2011",1,N,HAMPTON,INITIAL HEARING,9/27/2011,N,9/30/2011,10/27/2011,11/10/2011,12/15/2011,7, $ 500.00 ,,,,,,,
362,VA023 SUNOCO CORNER MART,33432,1510 RICHMOND ROAD,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/22/2011,N,12/6/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
443,BISTRO 515,43542,515 BYPASS ROAD,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,11/12/2011,N,11/12/2011,,,2/3/2012,, $ 100.00 ,4,,,,,,
587,BLACK ANGUS GRILLE/LEGENDS ALE HOUSE,63920,1433 RICHMOND RD,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,INITIAL HEARING,11/12/2011,N,1/6/2012,2/7/2012,4/13/2012,5/16/2012,15," $ 1,500.00 ",,,,,,,
53,MONTICELLO SHELL,27554,4625 MONTICELLO AVENUE,WILLIAMSBURG,VA,23188,UAB,1,Y,HAMPTON,OFFER IN COMPROMISE,5/16/2011,N,5/23/2011,,,7/22/2011,," $ 2,500.00 ",10,,,,,,
418,WILLIAMSBURG OCCASSIONS LLC,43651,"108 INGRAM ROAD, SUITE 18",WILLIAMSBURG,VA,23188,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING AUGUST 31, 2011",1,N,HAMPTON,CONSENT SETTLEMENT,8/31/2011,N,12/9/2011,,,1/23/2012,, $ 500.00 ,,,,,,,
15,HILTON GARDEN INN RICHMOND DOWNTOWN,56598,501 E BROAD ST,RICHMOND,VA,23219,UAB,1,N,RICHMOND,INITIAL HEARING,3/21/2011,N,4/5/2011,5/26/2011,6/10/2011,7/13/2011,,,,,,Y,,,
115,AURORA,49768,401 E GRACE ST,RICHMOND,VA,23219,GROSS RECEIPTS FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES WERE LESS THAN 45% OF THE GROSS RECEIPTS FROM THE SALE OF MIXED BEVERAGES AND FOOD,1,N,RICHMOND,INITIAL HEARING,3/23/2011,N,3/25/2011,6/21/2011,8/9/2011,9/15/2011,10," $ 1,000.00 ",,,,,,,
152,CHA CHAS CANTINA,39627,1419 E CARY STREET,RICHMOND,VA,23219,ADVERTISED HAPPY HOUR CONTRARY TO RULES AND REGULATIONS,1,Y,RICHMOND,OFFER IN COMPROMISE,7/29/2011,N,8/8/2011,,,10/13/2011,, $ 500.00 ,,,,,,,
161,HAT FACTORY,62195,140 VIRGINIA ST,RICHMOND,VA,23219,LICENSEE ALLOWED THE CONSUMPTION OF ALCHOLIC BEVERAGES UPON THE LICENSED PREMISES BY A PERSON LESS THAN 21 YEARS OF AGE,1,N,RICHMOND,INITIAL HEARING,6/22/2011,N,7/11/2011,9/7/2011,9/16/2011,10/19/2011,,,,,,Y,,,
162,CLUB ROUGE,68903,1501 E MAIN ST,RICHMOND,VA,23219,APPLICANT VIOLATED OR ALLOWED THE VIOLATION OF  PROVISION OF THE ABC ACT IN THE ESTABLISHMENT AT THE TIME THE APPLICANTION WAS PENDING,1,N,RICHMOND,INITIAL HEARING,7/14/2011,N,7/19/2011,9/9/2011,9/12/2011,10/18/2011,,,,,,,APPLICATION - GRANTED WITH RESTRICTIONS,,
420,FISH BOWL BISTRO AND BAR,65312,"101 S 15TH STREET, SUITE 105",RICHMOND,VA,23219,LICENSEE ISSUED A CHECK WHICH WAS DISHONORED UPON PRESENTATION TO THE BANK,1,N,RICHMOND,CONSENT SETTLEMENT,11/8/2011,N,12/21/2011,,,1/23/2012,, $ 250.00 ,,,,,,,
633,BLACKFINN,45909,"1001 HAXALL POINT, STE 101",RICHMOND,VA,23219,ALLOWED AN INTOXICATED PERSON TO LOITER X2,2,N,RICHMOND,INITIAL HEARING,11/5/2011,N,12/12/2011,3/15/2012,5/16/2012,6/18/2012,7, $ 250.00 ,,,,Y,CHG 1 DISMISSED,,
95,PICCOLA ITALY PIZZA & SUBS,3321,1100 W MAIN ST,RICHMOND,VA,23220,UAB,1,N,RICHMOND,INITIAL HEARING,3/23/2011,N,4/26/2011,6/21/2011,7/28/2011,8/31/2011,25," $ 2,000.00 ",,,,,,,
109,7 ELEVENT STORE 20728A,63585,1101 W MAIN ST,RICHMOND,VA,23220,UAB,1,N,RICHMOND,INITIAL HEARING,4/1/2011,N,5/13/2011,6/21/2011,8/2/2011,9/13/2011,25," $ 2,000.00 ",,,,,,,
125,PIE,48110,214 N LOMBARDY ST,RICHMOND,VA,23220,UAB; LICENSEE FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE,2,Y,RICHMOND,INITIAL HEARING,6/7/2011,N,6/23/2011,7/28/2011,8/16/2011,9/28/2011,30," $ 3,500.00 ",10,,,,,,
240,THE HOPPY DOG,69446,319 BROOK RD,RICHMOND,VA,23220,JOHN TRAVIS BEATTIE MISREPRESENTED A MATERIAL FACT IN APPLYING TO THE BOARD FOR LICENSE,1,N,RICHMOND,INITIAL HEARING,9/22/2011,N,9/23/2011,10/6/2011,10/19/2011,11/22/2011,,,,36,,,APPLICATION - GRANTED,,
431,7ELEVEN STORE 20728A,63585,1101 W. MAIN ST.,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,INITIAL HEARING,9/15/2011,N,9/28/2011,11/2/2011,12/13/2011,1/26/2012,30," $ 3,000.00 ",,,,,,,
437,MARTINI KITCHEN AND BUBBLE BAR,39542,1911 WEST MAIN STREET,RICHMOND,VA,23220,RATIO,1,Y,RICHMOND,APPEAL HEARING,10/12/2010,Y,11/17/2010,9/9/2011,10/14/2011,1/30/2012,7," $ 2,000.00 ",7,,,,,,
647,CVS PHARMACY #1530,62890,2738 W. BROAD STREET,RICHMOND,VA,23220,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,5/9/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
172,CALIENTE,26594,2922 PARK AVENUE,RICHMOND,VA,23221,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,4/5/2011,N,4/15/2011,5/27/2011,6/15/2011,10/26/2011,," $ 4,500.00 ",,,,,,,
645,OAXACA LLC,69242,610 SHEPPARD STREET,RICHMOND,VA,23221,LICENSEE FAILED OR REFUSED TO COMPLY WITH A CONDITION OF THE LICENSE,1,N,RICHMOND,OFFER IN COMPROMISE,4/19/2012,N,5/9/2012,,,6/21/2012,, $ 750.00 ,,,,,MART IN OCTOBER 2012,,
649,CVS PHARMACY #1988,62943,3514 W. CARY STREET,RICHMOND,VA,23221,LICENSEE RECEIVED A REFUND OR ADJUSTMENT CREDIT ON UNSOLD BEER PICKED-UP FOR RETURN BY LOVELAND DIST. A WHOLESALE BEER LICENSEE.,1,N,RICHMOND,OFFER IN COMPROMISE,5/9/2011,Y,4/25/2012,,,6/21/2012,, $ 150.00 ,,,,,,,
