RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
396,VENUS DE MILO,52901,"3635 BOULEVARD, SUITE A",COLONIAL HEIGHTS,VA,23834,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,12/11/2012,,,1/10/2013,25,,,,,,,,,,,,,,,,
527,BUBBAS CHIKIN & THANGS,68922,17607 JAMES RIVER DRIVE,DISPUTANTA,VA,23842,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,1/28/2013,N,2/14/2013,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
97,WAL MART SUPERCENTER #2805,16175,303 MARKET DRIVE,EMPORIA,VA,23847,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/25/2012,N,7/23/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
103,PUEBLO VIEJO AUTHENTIC MEXICAN CUISINE,62414,921 W ATLANTIC STREET,EMPORIA,VA,23847,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/25/2012,N,7/24/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
13,COMMUNITY FOOD MART,55813,325 S MESA DRIVE,HOPEWELL,VA,23860,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,4/23/2012,N,6/8/2012,,,7/9/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
470,GOLDEN EXPRESS,66038,100 S 15TH AVENUE,HOPEWELL,VA,23860,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/4/2012,N,12/21/2012,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
654,THE RED BARN,13706,500 E RANDOLPH ROAD,HOPEWELL,VA,23860,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,54/5/13,N,5/6/2013,,,6/5/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
360,FOOD BARN,61357,11206 DOYLE BLVD.,McKENNEY,VA,23872,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
255,LA HACIENDA MEXICAN BAR AND GRILL,64521,101 S COUNTY DRIVE,WAVERLY,VA,23890,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT,1,N,HAMPTON,CONSENT SETTLEMENT,9/6/2012,N,9/17/2012,,,10/31/2012,25,,,,,,,,,,,,,,,,
636,PUMP & PANTRY,55858,3810 W 3RD ST,FARMVILLE,VA,23901,UAB,1,N,LYNCHBURG,INITIAL HEARING,10/2/2012,N,1/9/2013,4/3/2013,4/18/2013,5/21/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
327,WORSHAM GROCERY,73600,6309 FARMVILLE RD,FARMVILLE,VA,23901,UAB; FAILED TO KEEP NAME POSTED ,2,Y,LYNCHBURG,INITIAL HEARING,6/21/2012,N,8/6/2012,11/7/2012,11/16/2012,12/19/2012,60," $ 5,500.00 ",15,,,,,,,,,,,,,,
537,UPPY'S VI,3609,402 VIRGINIA ABENUE,CLARKSVILLE,VA,23927,UAB,1,Y,LYNCHBURG,OFFER IN COMPROMISE,11/6/2012,N,12/13/2012,,,4/2/2013,," $ 1,500.00 ",,,,,"MGR TO ATTEND MART JUNE 4, 2013",,,,,,,,,,
652,BIG DOGS,81167,16092 W COLONIAL TRAIL HIGHWAY,CREWE,VA,23930,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/11/2013,N,5/6/2013,,,6/5/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
46,LONGHORN STEAKHOUSE #5399,69294,"4845 VALLEY VIEW BLVD, NW",ROANOKE,VA,24012,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/5/2012,N,6/20/2012,,,7/20/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
464,STAR VALLEY FOOD MART,80189,1614 9TH STREET,ROANOKE,VA,24013,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/6/2012,N,12/13/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
112,FOOD LION 1652,9930,629 PETERS CREEK ROAD NW,ROANOKE,VA,24017,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,6/6/2012,Y,6/20/2012,,,8/31/2012,," $ 5,000.00 ",,,,,,,,,,,,,,,
447,QUICK MART I,40892,3050 SALEM TURNPIEK NW,ROANOKE,VA,24017,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/10/2012,N,12/14/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
343,WALGREENS 05216,63163,4049 BRAMBLETON AVE.,ROANOKE,VA,24018,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/21/2012,N,11/13/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
429,STAR CITY COFFEE HOUSE,65021,3334 BRAMBLETON AVENUE SW,ROANOKE,VA,24018,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/6/2012,N,12/7/2012,,,1/14/2013,25,,,,,,,,,,,,,,,,
472,KOBE JAPANESE STEAK HOUSE,77472,"3214 ELECTRIC ROAD, STE 101",ROANOKE,VA,24018,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/10/2012,N,12/7/2012,,,2/7/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
532,JIMMY Vs RESTAURANT,21716,3404 BRANDON AVENUE SW,ROANOKE,VA,24018,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/21/2012,Y,11/9/2012,,,3/15/2013,,,,6,,Y,3VAC5-70-250B - MART-RSVP CHGE DISMISSED AFTER 6 MONTHS,,,,,,,,,,
165,FAMOUS ANTHONYS,4848,6499 WILLIAMSON ROAD,ROANOKE,VA,24019,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,7/24/2012,N,8/23/2012,,,9/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
322,ORANGE MARKET 3,44104,1823 THOMPSON MEMORIAL DRIVE,ROANOKE,VA,24019,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,9/24/2012,Y,10/18/2012,,,12/18/2012,," $ 4,000.00 ",,,,,ALL STAFF TO ATTEND RSVP AND ALL MANAGERS TO ATTEND MART,,,,,,,,,,
350,KROGER 210,77978,903 UNIVERSITY CITY BLVD.,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/20/2012,N,11/19/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
383,FAMOUS ANTHONYS,80211,1353 S MAIN STREET,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2012,N,11/19/2012,,,1/8/2013,25,,,,,,,,,,,,,,,,
391,FOOD LION 2573,27765,801 HETHWOOD BLVD.,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2012,N,11/19/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
398,HETHWOOD MARKET,62026,820 HEATHER DRIVE,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/29/2012,N,11/19/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
474,THE HOKIE HOUSE RESTARUANT,59108,322 N. MAIN STREET,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/29/2012,N,11/19/2012,,,2/7/2013,," $ 5,000.00 ",,,,,RSVP W/IN NEXT 6 MONTHS AND MART FOR 2 MGRS.,,,,,,,,,,
533,7 ELEVEN STORE 18233A,68737,1350 N MAIN STREET,BLACKSBURG,VA,24060,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,9/29/2012,N,11/19/2012,,,3/15/2013,," $ 1,500.00 ",,,,,,,,,,,,,,,
615,BLUE RIDGE SERVICE CENTER,24274,3750 BLUE RIDGE BOULEVARD,BLUE RIDGE,VA,24064,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,4/4/2013,N,4/23/2013,,,5/15/2013,, $ 500.00 ,,,,,MART - OWNER AND MANAGER - RSVP FOR SELLER,,,,,,,,,,
248,AMERIMART,80441,3250 N FRANKLIN STREET,CHRISTIANSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2012,N,10/4/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
426,STOP IN FOOR STORES 242,63462,2375 ROANOKE STREET,CHRISTIANSBURG,VA,24073,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/10/2012,N,12/14/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
306,SALI MINI MART DISCOUNT TOBACCO,63777,1721 ROANOKE ROAD,DALEVILLE,VA,24083,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2012,N,11/9/2012,,,12/7/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
65,DUBLIN HANDY MART,42171,4625 CLEBURNE BLVD,DUBLIN,VA,24084,UAB,1,Y,SOUTHWEST,OFFER IN COMPROMISE,2/7/2012,Y,2/14/2012,,,7/31/2012,," $ 4,000.00 ",,,,,,,,,,,,,,,
444,"ROBBIES M ARKET & DELI, INC.",60144,16450 WYATTS WAY,HUDDLESTON,VA,24104,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/12/2012,N,12/14/2012,,,1/24/2013,10,, ,,,,,,,,,,,,,,
614,WHITE HOUSE CORNER STORE,76508,11674 SMITH MOUNTAIN LAKE PKY,HUDDLESTON,VA,24104,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,11/14/2012,Y,12/7/2012,,,5/15/2013,," $ 4,000.00 ",2,,,,,,,,,,,,,,
599,PRICES MINI MART,78897,407 BRIDGE STREET S,MARTINSVILLE,VA,24112,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/22/2012,N,3/14/2013,,,5/3/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
569,MINS CHINA CITY,65001,400 SCRUGGS ROAD,MONETA,VA,24121,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/27/2013,N,3/29/2013,,,4/16/2013,25,,,,,,,,,,,,,,,,
409,SUPER VAL U,79587,2713 VIRGINIA AVENUE,NARROWS,VA,24124,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/2/2012,N,11/9/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
468,PEMBROOK STOP N SAVE,45209,138 GRILL ROAD,PEMBROKE,VA,24136,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,12/12/2012,N,1/11/2013,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
269,WILCO #612,13067,7455 LEE HIGHWAY,FAIRLAWN,VA,24141,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/26/2012,N,10/18/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
303,FOOD LION 399,9684,1200 TYLER AVENUE,RADFORD,VA,24141,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/17/2012,N,10/24/2012,,,12/7/2012,25,,,,,,,,,,,,,,,,
436,MACADOS,40147,510 E MAIN STREET,RADFORD,VA,24141,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,11/7/2012,N,12/10/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
217,CVS PHARMACY 7592,67343,31 W MAIN STREET,RADFORD,VA,24141,UAB; LICENSEE PERMITTED A PERSON TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP THE NAME POSTED,1,N,SOUTHWEST,CONSENT SETTLEMENT,9/10/2012,N,9/26/2012,,,10/22/2012,," $ 2,500.00 ",,,,,,,,,,,,,,,
427,EAGLE EXPRESS,6551,4330 RINER ROAD,RINER,VA,24149,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/10/2012,N,12/11/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
197,619 MINUTE MARKET,8409,11498 VIRGIL H. GOODE HWY.,ROCKY MOUNT,VA,24151,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,9/10/2012,N,9/21/2012,,,10/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
91,QUICK WAY #3,52331,50 THOMPSEN MEMORIAL DR,SALEM,VA,24153,UAB,1,N,ROANOKE,INITIAL HEARING,2/23/2011,N,5/10/2012,6/5/2012,7/12/2012,8/14/2012,60," $ 5,000.00 ",15,,,,,,,,,,,,,,
339,FOOD LION 365,9673,50 WILDWOOD ROAD,SALEM,VA,24153,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/21/2012,N,11/8/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
476,HANGING ROCK GOLF CLUB,54337,1500 RED LANE EXT,SALEM,VA,24153,UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,9/24/2012,Y,11/8/2012,,,2/7/2013,30,,,,,,MANAGER ATTEND MART,AND RSVP FOR CLERKS,,,,,,,,,
200,BROOKS MILL WINERY,52726,6221 BROOKS MILL WINERY RD,WIRTZ,VA,24184,UAB,1,N,ROANOKE,INITIAL HEARING,5/20/2012,N,7/12/2012,8/22/2012,9/4/2012,10/15/2012,5," $ 1,000.00 ",,,,,,,,,,,,,,,
114,FASMART #437,49254,6886 GATE CITY HIGHWAY,BRISTOL,VA,24202,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/23/2012,N,8/10/2012,,,9/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
99,BIG JOHNS MARKET & DELI INC,16805,14020 PORTERFIELD HIGHWAY,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/23/2012,N,7/18/2012,,,8/21/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
59,FASMART #417,49226,16085 PORTERFIELD HIGHWAY,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/23/2012,N,6/27/2012,,,7/27/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
319,LAKEWAY FOODMART,68086,604 SUMMINGS STREET,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,5/24/2012,N,8/13/2012,11/14/2012,,11/26/2012,, $ 500.00 ,,,,,ALL EMPLOYEES TO ATTEND RSVP,,,,,,,,,,
390,HEARTWOOD SW VIRGINIAS ARTISAN GATEWAY,69228,1 HEARTWOOD CIRCLE,ABINGDON,VA,24210,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/14/2012,N,11/29/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
392,BELLAS,28649,872 E MAIN STREET,ABINGDON,VA,24210,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/14/2012,N,11/29/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
465,BIG JOHNS #2,38679,543 W MAIN ST,ABINGDON,VA,24210,UAB,1,N,SOUTHWEST,INITIAL HEARING,5/24/2012,N,9/4/2012,11/14/2012,12/28/2012,2/3/2013,15," $ 1,500.00 ",,,,,,,,,,,,,,,
478,CARGO OIL CO,43813,618 E MAIN ST,ABINGDON,VA,24210,UAB,1,Y,SOUTHWEST,INITIAL HEARING,5/24/2012,Y,8/10/2012,11/14/2012,1/9/2013,2/12/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
534,LUDOVINAS AUTHENTIC ITALIAN FOODS ,79706,506 CUMMINGS STREET,ABINGDON,VA,24210,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/14/2012,N,1/11/2013,,,3/29/2013,," $ 1,500.00 ",,,,,CLERK TO ATTEND RSVP,,,,,,,,,,
573,BONE FIRE SMOKEHOUSE,79790,260 W MAIN STREET,ABINGDON,VA,24210,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/14/2012,N,2/8/2013,,,4/18/2013,," $ 1,500.00 ",,,,,RSVP & MART TRAINING,,,,,,,,,,
153,EZ STOP,41802,17616 JEB STUART HWY,ABINGDON,VA,24211,UAB,1,N,SOUTHWEST,INITIAL HEARING,3/12/2012,N,5/10/2012,6/20/2012,8/16/2012,9/19/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
452,WILD FLOUR BAKERY,26246,24443 LEE HWY,ABINGDON,VA,24211,UAB,1,N,SOUTHWEST,INITIAL HEARING,6/26/2012,N,9/20/2012,11/14/2012,12/20/2012,1/24/2013,30," $ 3,000.00 ",15,,,,,,,,,,,,,,
485,ROADRUNNER MARKET 197,64743,577 FRONT WHEELER STREET,COEBURN,VA,24230,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/7/2012,N,1/31/2013,,,2/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
202,COWBOYS GENERAL STORE,48025,111 DOUGLAS DR,DAMASCUS,VA,24236,UAB,1,N,SOUTHWEST,INITIAL HEARING,3/12/2012,Y,5/16/2012,8/3/2012,9/10/2012,10/16/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
245,BROOKSIDE MARKET LLC,65107,46903 WILDERNESS RD,DUFFIELD,VA,24244,UAB,1,N,SOUTHWEST,INITIAL HEARING,6/28/2012,N,8/10/2012,9/12/2012,9/18/2012,10/25/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
128,MIDWAY MARKET,53625,3848 VETERANS MEMORIAL HWY,GATE CITY,VA,24251,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,6/28/2012,N,8/10/2012,,,9/11/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
480,PIZZA HUT OF GATE CITY,40617,223 KANE STREET,GATE CITY ,VA,24251,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/4/2012,N,1/9/2013,,,2/14/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
101,BLACK DIAMOND 26,46925,1112 NORTON ROAD,WISE,VA,24293,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,6/28/2012,N,8/7/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
317,KANGAROO EXPRESS #3710,39983,1682 LEAD MINE ROAD,AUSTINVILLE,VA,24312,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,10/2/2012,N,11/8/2012,,,11/29/2012,," $ 1,000.00 ",,,,,MANAGER TO ATTEND MART,,,,,,,,,,
443,KANGAROO EXPRESS #3367,9265,62 KELLY ROAD,FANCY GAP,VA,24328,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,10/17/2012,N,12/14/2012,,,1/24/2013,," $ 1,000.00 ",,,,,MART TRAINING,,,,,,,,,,
604,BLUE RIDGE TRADING CO,50753,1946 IVANHOE RD,FRIES,VA,24330,UAB,1,Y,ROANOKE,INITIAL HEARING,10/17/2012,N,1/31/2013,2/26/2013,4/9/2013,5/13/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
284,CHESTNUT CREEK COFFEE HOUSE,59635,104 N MAIN STREET,GALAX,VA,24333,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,5/31/2012,N,6/21/2012,,,11/27/2012,25,,,,,,,,,,,,,,,,
423,GLADEVILLE GROCERY LLC,54911,8308 CARROLLTON PIKE,GALAX,VA,24333,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/17/2012,N,12/13/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
605,DJ'S PIZZA,77292,322 N MONTE VISTA DR,GLADE SPRING,VA,24340,UAB,1,N,ROANOKE,INITIAL HEARING,11/20/2012,N,12/21/2012,2/27/2013,4/9/2013,5/13/2013,25," $ 2,500.00 ",,,,,,,,,,,,,,,
233,RACE IN INC,32299,1067 W STUART DRIVE,HILLSVILLE,VA,24343,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,8/21/2012,N,9/13/2012,,,10/24/2012,," $ 1,200.00 ",,,,,,,,,,,,,,,
521,RIO GRANDE MEXICAN GRILL,79601,314 E MAIN STREET,INDEPENDENCE,VA,24348,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/17/2012,N,1/31/2013,,,3/25/2013,25,,,,,,,,,,,,,,,,
169,MACADOS,40695,142 E MAIN STREET,MARION,VA,24354,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,8/21/2012,N,9/14/2012,,,10/2/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
189,YUMMY YUMMY JAPANESE RESTAURANT,65051,232 E MAIN STREET,MARION,VA,24354,UAB,1,N,SOUTHWEST,CONSENT SETTLEMENT,8/16/2012,N,9/13/2012,,,10/12/2012,25,,,,,,,,,,,,,,,,
129,KANGAROO EXPRESS #3716,39977,152 MAJOR GRAHAMS RD.,MAX MEADOWS,VA,24360,UAB,1,N,SOUTHWEST,OFFER IN COMPROMISE,4/2/2012,N,8/17/2012,,,9/11/2012,," $ 1,000.00 ",,,,,MGR TO ATTEND MART,,,,,,,,,,
333,FORT CHRISWELL BP,48042,118 FORT CHRISWELL ROAD,MAX MEADOWS,VA,24360,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/2/2012,N,11/8/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
397,NEW RIVER GENERAL STORE,5678,2773 FORT CHRISWELL ROAD,NEW MEADOWS,VA,24360,UAB,1,Y,ROANOKE,CONSENT SETTLEMENT,11/3/2012,N,12/10/2012,,,1/10/2013,25,,,,,,,,,,,,,,,,
152,CRABTREE CONVENIENCE,77294,3716 SALTVILLE HWY,SALTVILLE,VA,24370,UAB,1,N,SOUTHWEST,INITIAL HEARING,5/15/2012,N,5/23/2012,6/20/2012,8/16/2012,9/19/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
253,THE DEPOT GRILLE,52266,42 MIDDLEBROOK AVENUE,STAUNTON,VA,24401,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/27/2012,N,10/10/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
265,MOCKINGBIRD,61254,123 W BEVERLEY STREET,STAUNTON,VA,24401,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/27/2012,N,10/15/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
562,ARCH ROCK TEA ROOM,750,901 N AUGUSTA ST,STAUNTON,VA,24401,UAB,1,N,STAUNTON,INITIAL HEARING,9/27/2012,N,12/27/2012,1/15/2013,2/25/2013,4/10/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
205,DIXIE FOOD MART,43705,584 E MADISON STREET,COVINGTON,VA,24426,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2012,N,9/21/2012,,,10/18/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
268,RUBY TUESDAY,18829,1120 N LEE HIGHWAY,LEXINGTON,VA,24450,UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/26/2012,N,10/18/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
611,SOUTH BUFFALO MARKET,78404,3528 S BUFFALO MARKET,LEXINGTON,VA,24450,UAB,1,N,ROANOKE,OFFER IN COMPROMISE,11/2/2012,N,12/4/2012,2/14/2013,3/28/2013,5/15/2013,," $ 1,000.00 ",3,,,,,,,,,,,,,,
113,FOOD LION 2579,32852,13955 WARDS ROAD,LYNCHBURG,VA,24501,UAB,1,y,LYNCHBURG,OFFER IN COMPROMISE,6/28/2012,y,7/24/2012,,,8/31/2012,," $ 7,000.00 ",5,,,,,,,,,,,,,,
125,BP FOOD MART,64537,3216 OLD FOREST RD,LYNCHBURG,VA,24501,UAB,1,N,LYNCHBURG,INITIAL HEARING,4/11/2012,N,4/25/2012,6/26/2012,8/1/2012,9/6/2012,,,,,,Y,DIMISSED,,,,,,,,,,
380,KINGS ISLAND RESTAURANT,60507,2804 OLD FOREST ROAD,LYNCHBURG,VA,24501,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,1/9/2012,N,12/3/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
586,PUEBLO VIEJO,63894,3025 OLD FOREST RD,LYNCHBURG,VA,24501,UAB,1,N,LYNCHBURG,INITIAL HEARING,9/11/2012,Y,11/7/2012,1/29/2013,3/27/2013,4/30/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
609,SUNSHINE MARKET,81360,2901 CAMPBELL AVENUE,LYNCHBURG,VA,24501,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,3/8/2013,N,4/16/2013,,,5/15/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
171,LA CARRETA MEXICAN RESTAURANT,46746,120 SIMONS RUN SUITE L,LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/17/2012,N,9/20/2012,,,10/2/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
266,FAST MART #6,80316,5210 FORT AVENUE,LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,9/11/2012,N,10/15/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
368,O'CHARLEYS 316,11084,4042 WARDS ROAD,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
386,FORT HILL BOWLING CENTER,35192,"6015 FORT AVENUE, SUITE 17",LYNCHBURG,VA,24502,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
387,MILAN INDIAN CUISINE,17184,2124 WARDS ROAD,LYNCHBURG,VA,24502,UAB,1,Y,LYNCHBURG,CONSENT SETTLEMENT,11/5/2012,N,12/7/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
516,460 MINI MART,47246,22453 TIMBERLAKE RD,LYNCHBURG,VA,24502,UAB X2,2,Y,LYNCHBURG,INITIAL HEARING,3/16/2012,Y,8/22/2012,12/25/2012,2/14/2013,3/19/2013,,,,,,Y,BOTH CHARGES DISMISSED,,,,,,,,,,
203,MANGIA,59353,2496 RIVERMONT AVENUE,LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,6/28/2012,N,9/20/2012,,,10/16/2012,,"$1,500.00 ",,,,,,,6 MOS OF BD. ORDER,,,,,,,,
338,MI PATRON,63591,"4119 BOONSBORO ROAD, SUITE 110",LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
506,ISABELLAS ITALIAN TRATTORIA,57938,4925 BOONSBORO ROAD,LYNCHBURG,VA,24503,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/9/2012,N,2/1/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
