RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
238,A. W. SHUCKS,38384,2200 Colonial Ave Ste 14,Norfolk,VA,23517,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/16/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
568,HARRIS TETER # 278,9484,1300 Colonial Ave,Norfolk,VA,23517,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/2/2007, ,1/15/2008,25," $ 2,000.00 ",,,,,
594,PIZZA HUT ,8936,500 W 21st St,Norfolk,VA,23517,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/2/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
599,7 ELEVEN STORE 2511 10803,5709,1713 Colley Ave,Norfolk,VA,235171610,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/2/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
331,REGINOS ITALIAN RESTAURANT,18880,3816 E Little Creek Rd,Norfolk,VA,23518,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/23/2007,,11/5/2007,25," $ 2,000.00 ",,,,,
177,COASTAL WINE CONNECTION,39135,153 Herman Melville Ave,Newport News,VA,23602,SOLD TO UAB,1,N,HAMPTON,INITIAL HEARING,3/13/2007,9/26/2007,12/7/2007,20," $ 1,750.00 ",,,,,
563,BLUE SKY CAFÉ,29700,900 Bland Blvd,Newport News,VA,23602,SOLD TO UAB,1,N,HAMPTON,OFFER IN COMPROMISE,10/29/2007,1/7/2008,1/24/2008,," $ 1,500.00 ",,,,,
635,EVERGREEN MART LLC,42777,13276 Warwick Blvd,Newport News,VA,23602,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/25/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
813,DENBEIGH MILLER MART,26167,420 Denbigh Blvd,Newport News,VA,23602,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,1/16/2008,,03/26/08,25," $ 2,000.00 ",,,,,
565,OBLELISK BILLIARDS & REST,49486,14346 Warwick Blvd Ste 348,Newport News,VA,236023810,SOLD TO UAB,1,N,HAMPTON,INITIAL HEARING,4/4/2007,12/6/2007,1/23/2008,25," $ 2,000.00 ",,,,,
742,CLASSIC LANES,72654,630 79th St,Newport News,VA,23605,SOLD TO UAB,1,N,HAMPTON,BOARD APPEAL HEARING,6/18/2007,12/6/2007,03/06/08,15," $ 1,500.00 ",,,,,
223,7 ELEVEN STORE 2516 17466,15480,9903 Jefferson Ave,Newport News,VA,236051143,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/21/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
569,NEWMARKET EXXON SHOP,74779,5018 W Mercury Blvd,Newport News,VA,236051402,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/7/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
226,SUSHI YAMA,36293,11745 Jefferson Ave,Newport News,VA,23606,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/21/2007,,8/2/2007,25," $ 2,000.00 ",,,,,
780,DEMARIA SEAFOOD,43404,12544 Warwick Blvd,Newport News,VA,23606,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,1/16/2008,,03/20/08,25," $ 2,000.00 ",,,,,
649,ZOOMS #6,8980,12460 Warwick Blvd,Newport News,VA,236063042,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/7/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
216,DAILY STOP,27016,1502 27th St,Newport News,VA,23607,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/27/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
219,E & C VA 049,33468,4900 Jefferson Ave,Newport News,VA,236072128,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/27/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
165,7 ELEVEN STORE 2516 - 25596,37397,3600 Washington Ave,Newport News,VA,236072946,SOLD TO UAB,1,Y,HAMPTON,INITIAL HEARING,6/27/2007,9/26/2007,11/29/2007,30," $ 4,000.00 ",10,,,,
811,HOP N SHOP,71517,12961 Jefferson Ave,Newport News,VA,23608,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,1/16/2008,,03/26/08,25," $ 2,000.00 ",,,,,
267,EASY GO MILLER MART 28,53559,2003 W Pembroke Ave,Hampton,VA,236611702,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/18/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
273,7 ELVEN STORE 2516 20717,24966,715 Kecoughtan Rd,Hampton,VA,236612736,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/18/2007,,9/4/2007,25," $ 2,000.00 ",,,,,
388,HOT TRIX SPORTS GRILL & TAVERN,28061,24 N Mallory St,Hampton,VA,23663,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/16/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
967,FARM FRESH SUPERMARKET #295,78212,608 E Mercury Blvd,Hampton,VA,23663,SOLD TO UAB,1,N,HAMPTON,INITIAL HEARING,10/16/2007,4/17/2008,05/27/08,25," $ 2,000.00 ",,,,,
1014,7 ELEVEN STORE 2516 25369,36562,300 E Mercury Blvd,Hampton,VA,23663,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/13/2008,,06/05/08,25," $ 2,000.00 ",,,,,
231,B P MILLER ,34814,933 Aberdeen Rd,Hampton,VA,23666,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/18/2007,,8/2/2007,25," $ 2,000.00 ",,,,,
268,SPEEDY'S PETROLEUM,39009,4201 W Mercury Blvd,Hampton,VA,23666,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/18/2007,,8/29/2007,25," $ 2,000.00 ",,,,,
406,7 ELEVEN STORE 2516 15192,14808,8531 Orcutt Ave,Hampton,VA,23666,SOLD TO UAB,1,N,HAMPTON,OFFER IN COMPROMISE,6/18/2007,9/7/2007,9/19/2007,," $ 2,000.00 ",,,,,
687,ZOOMS # 7,13813,2 Village Dr,Hampton,VA,23666,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,12/14/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
711,7 ELEVEN STORE 2516 25097,35542,2712 N Armistead Ave,Hampton,VA,23666,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,12/14/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
156,MILLER MART 21,46983,2129 W Mercury Blvd,Hampton,VA,236663110,SOLD TO UAB,1,Y,HAMPTON,INITIAL HEARING,6/18/2007,9/12/2007,10/23/2007,30," $ 3,000.00 ",10,,,,
265,CLARION HOTEL,70639,1809 W Mercury Blvd,Hampton,VA,236663205,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/27/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
264,RED LOBSTER RESTAURANT 417,41710,1046 W Mercury Blvd,Hampton,VA,236663307,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/27/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
247,SUNSET BOATING CENTER,40743,800 S Armstead Ave,Hampton,VA,23669,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/18/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
140,FOOD LION #1299,9901,3855 Kecoughtan Rd,Hampton,VA,23669,SOLD TO UAB,1,Y,HAMPTON,OFFER IN COMPROMISE,6/18/2007,9/7/2007,9/20/2007,," $ 5,000.00 ",3,,,,
377,RUBY TUESDAY,32267,69 W Mercury Blvd,Hampton,VA,23669,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/16/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
260,EASY GO MILLER MART 27,53557,37 S Armistead Ave,Hampton,VA,236694016,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
293,FOOD LION 206,9636,5606 Portsmouth Blvd,Portsmouth,VA,23701,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/1/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
284,QUICK STOP,41245,5102 Vick St,Portsmouth,VA,237011923,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/11/2007,,9/26/2007,25," $ 2,000.00 ",,,,,
333,EXXON 20466,26428,3920 Victory Blvd,Portsmouth,VA,237014336,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/22/2007,,11/5/2007,25," $ 2,000.00 ",,,,,
261,SUNOCO MART,19873,2910 Victory Blvd,Portsmouth,VA,237021826,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/27/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
738,FUSION 440,12903,467 Dinwiddie St,Portsmouth,VA,23704,SOLD TO UAB,1,N,CHESAPEAKE,BOARD APPEAL HEARING,5/3/2007,9/26/2007,3/5/2008,20," $ 1,500.00 ",,,,,
512,RITE AID PHARMACY #3960,77286,1141 London Blvd,Portsmouth,VA,237042239,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,8/11/2007,12/10/2007,1/2/2008,25," $ 2,000.00 ",,,,,
334,GEORGE WASHINGTON RESTAURANT,3713,3125 George Washington Hwy,Portsmouth,VA,237047000,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/22/2007,,11/5/2007,25," $ 2,000.00 ",,,,,
664,COMMODORE THEATER,46621,421 High St,Portsmouth,VA,23705,SOLD TO UAB,1,N,CHESAPEAKE,INITIAL HEARING,5/3/2007,9/26/2007,2/8/2008,20," $ 1,500.00 ",,,,,
323,WAL MART SUPERCENTER # 3831,45370,1098 Frederick Blvd,Portsmouth,VA,23707,SOLD TO UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/11/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
181,ZIPPY MART,51669,3401 Hartford St,Portsmouth,VA,237071320,SOLD TO UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,8/11/2007,10/11/2007,10/22/2007,25," $ 1,500.00 ",,,,,
636,HARRISON'S SUPERMARKET,5293,25528 Ferndale Rd,Petersburg,VA,23803,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/7/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
983,QUICK'S STOP & GO MINI MART,48114,22 N South St,Petersburg,VA,23803,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/26/2008,,05/15/08,25," $ 2,000.00 ",,,,,
998,STAR EXPRESS COUNTY DIVE,42981,2127 County Dr,Petersburg,VA,23803,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/26/2008,,6/4/2008,25," $ 2,000.00 ",,,,,
1068,J EXPRESS 3,25921,4828 Boydton Plank Rd,Petersburg,VA,23803,SOLD TO UAB,1,Y,RICHMOND-SOUTH,INITIAL HEARING,1/29/2008,5/23/2008,06/26/08,30," $ 3,000.00 ",10,,,,
651,EAST WASHINGTON BP,48922,1932 E Washington St,Petersburg,VA,238033637,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/13/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
598,SALEM BROTHERS MINI MART,54263,11420 S Crater Rd,Petersburg,VA,238057524,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/13/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
314,WAWA FOOD MARKET #692,23214,11701 Jefferson Davis Hwy,Chester,VA,23831,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/6/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
804,7 ELEVEN STORE #2515 11074,7388,11648 Jefferson Davis Hwy,Chester,VA ,23831,SOLD TO UAB,1,Y,RICHMOND-SOUTH,INITIAL HEARING,9/6/2007,2/15/2008,03/26/08,30," $ 3,000.00 ",10,,,,
1009,CENTRAL PARK DELI,70711,12744 Jefferson Davis Hwy,Chester,VA,23831,SOLD TO UAB,1,Y,RICHMOND-SOUTH,INITIAL HEARING,11/14/2007,4/24/2008,6/6/2008,30," $ 3,000.00 ",10,,,,
312,WAWA FOOD MARKETS #670,10905,11021 Iron Bridge Rd,Chester,VA,238311440,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/6/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
646,PEKING RESTAURANT ,54972,12730 Jefferson Davis Hwy,Chester,VA,238315308,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/13/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
315,JAMES MART,76567,14103 Harrowgate Rd,Chester,VA,238316902,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/6/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
934,LEDO PIZZA,8698,7052 Commons Plz,Chesterfield,VA,23832,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/25/2008,,5/5/2008,25," $ 2,000.00 ",,,,,
319,STYLES BI-RITE,26331,6100 Belmont Rd,Chesterfield,VA,238328207,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/25/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
623,RED LOBSTER 645,58223,119 Temple Lake Dr,Colonial Heights,VA,238344924,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,11/13/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
949,SHEETZ # 386,43539,231 E Hundred Rd,Chester,VA,23836,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/26/2008,,05/12/08,25," $ 2,000.00 ",,,,,
593,THE PEANUT PATCH,17083,27478 Southampton Pky,Courtland,VA,238370186,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/6/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
353,SOUTH MAIN RACE IN,43467,711 S Main St,Emporia,VA,23847,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/9/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
364,FAS PIK MARKET,38712,511C E Atlantic St,Emporia,VA,23847,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/9/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
326,CVS PHARMACY # 1561,36795,306 W Atlantic St,Emporia,VA,238471206,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/6/2007,,10/25/2007,25," $ 2,000.00 ",,,,,
292,DESTRAY RESTAURANT & LOUNGE,41759,311 Florida Ave,Emporia,VA,238471507,SOLD TO UAB,1,N,RICHMOND-SOUTH,BOARD APPEAL HEARING,3/16/2007,10/16/2007,10/17/2007,25," $ 2,000.00 ",,,,,
375,MAIN STREET FOOD MART,41728,201 N Main St,Emporia,VA,238471605,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,9/21/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
1085,WAL MART SUPERCENTER # 2705,16172,1500 Armory Dr,Franklin,VA,23851,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,5/8/2008,,06/30/08,25," $ 2,000.00 ",,,,,
370,WAWA #698,44703,907 Colonial Dr,Hopewell,VA,23860,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/23/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
941,JOLLY ROGERS,34284,2510 Oaklawn Blvd,Hopewell,VA,23860,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,3/26/2008,,05/12/08,25," $ 2,000.00 ",,,,,
961,FULL HOUSE GRILL & BAR,47146,323 Cavalier Sq,Hopewell,VA,23860,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,10/23/2007,4/8/2008,05/13/08,25," $ 2,000.00 ",,,,,
555,BLUE DEVIL'S CONVENIENCE,42093,1505 W Broadway,Hopewell,VA,238602251,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,10/23/2007,1/3/2008,1/15/2008,," $ 1,500.00 ",,,,,
366,COMMUNITY FOOD MART,55813,325 South Mesa Dr,Hopewell,VA,238603223,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/23/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
380,7 ELEVEN STORE 2516 11080,8478,3301 Oaklawn Blvd,Hopewell,VA,238604703,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/23/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
360,PIZZA HUT,11814,5105 Oaklawn Blvd,Hopewell,VA,238607333,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/23/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
1033,QUICK MART,32783,21205 Boydton Plank Rd,McKenney,VA,23872,SOLD TO UAB,1,N,RICHMOND-SOUTH,INITIAL HEARING,11/11/2007,5/13/2008,06/13/08,,,,,,Y,
148,PRINCE GEORGE QUIK STOP,57325,6310 Courthouse Rd,Prince George,VA,238752525,SOLD TO UAB,1,Y,RICHMOND-SOUTH,BOARD APPEAL HEARING,11/20/2006,10/2/2007,10/2/2007,30," $ 3,000.00 ",10,,,,
365,GOLD MOORE CONVENIENCE STORE,40468,746 W Main St,Waverly,VA,238902600,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/23/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
307,PINO'S ITALIAN RESTAURANT,13597,404 S Main St,Farmville,VA,239012066,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/4/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
308,JENKINS MINI MART #17,45785,408 S Main St,Farmville,VA,239012074,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/4/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
988,FOOD LION 2102,29059,1113 W Main St,Chase City,VA,23924,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,3/26/2008,,05/15/08,25," $ 2,000.00 ",,,,,
395,BYRD'S FOOD STORE #442,77836,839 E 2nd St,Chase City,VA,239241700,SOLD TO UAB,1,N,LYNCHBURG,INITIAL HEARING,3/16/2007,8/21/2007,10/3/2007,25," $ 2,000.00 ",,,,,
722,PERK'S CORNER MARKET,31460,115 E Virginia Ave,Crewe,VA,239301834,SOLD TO UAB,1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,10/30/2007,2/13/2008,2/26/2008,," $ 1,500.00 ",,,,,
167,JENKINS MINI MART #15,15837,1196 Main St,Dillwyn,VA,23936,SOLD TO UAB,1,Y,LYNCHBURG,INITIAL HEARING,5/17/2007,8/20/2007,9/28/2007,30," $ 4,500.00 ",15,,,,
915,ELLIOTT'S COUNTRY STORE 3,39524,13915 Kings Hwy,Drakes Branch,VA,23937,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,2/19/2008,,04/25/08,25," $ 2,000.00 ",,,,,
300,KAYHILL'S RESTAURANT,34721,1791 N Mecklenburg Ave,LaCrosse,VA,23950,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
678,COUNTY LINE MARKET,26849,27988 E Prince Edward Hwy,Rice,VA,23966,SOLD TO UAB,1,N,LYNCHBURG,INITIAL HEARING,8/4/2007,1/7/2008,2/14/2008,,,,,,Y,
799,EZ STOP,49615,827 N Mecklenburg Ave,South HIll,VA,23970,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,1/25/2008,,03/20/08,25," $ 2,000.00 ",,,,,
266,VAUGHAN'S GROCERY,57579,2200 Nottoway Blvd Box U,Victoria,VA,23974,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,7/23/2007,,8/24/2007,25," $ 2,000.00 ",,,,,
1081,4 SEASONS VICTORIA,31821,1401 Main St,Victoria,VA,23974,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,4/29/2008,,06/30/08,25," $ 2,000.00 ",,,,,
628,TONGS THAI RESTAURANT,42110,19 Salem Ave SW,Roanoke,VA,240111307,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/24/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
147,SZECHUAN RESTAURANT ,12617,1390 Townesquare Blvd,Roanoke,VA,24012,SOLD TO UAB,1,Y,ROANOKE,INITIAL HEARING,2/7/2007,7/23/2007,8/29/2007,30," $ 3,000.00 ",10,,,,
960,EL COQUI CARIBBEAN REST,45637,1502 Williamson Rd,Roanoke,VA,24012,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,10/23/2007,4/9/2008,05/13/08,25," $ 2,000.00 ",,,,,
294,SHAKERS GOOD FOOD & DRINK,48147,1909 Valley View Blvd NW,Roanoke,VA,240122002,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/8/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
295,7 ELEVEN 2531 21878,27921,1701 9th St SE,Roanoke,VA,24013,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,8/10/2007,,10/2/2007,25," $ 2,000.00 ",,,,,
995,MONTANO'S INTERNATIONAL,48198,3733 Franklin Rd SW,Roanoke,VA,24014,SOLD TO UAB,1,Y,ROANOKE,OFFER IN COMPROMISE,10/23/2007,5/28/2008,6/5/2008,," $ 12,500.00 ",8,,,,
290,GALAXY SUPER SAVE FRESH FOODS,52987,1314 Riverland Rd SE,Roanoke,VA,240143610,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,3/2/2007,7/23/2007,8/30/2007,25," $ 2,000.00 ",,,,,
774,KROGER #400,6601,614 Brandon Ave,Roanoke,VA,24015,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/23/2007,,3/20/2008,25," $ 2,000.00 ",,,,,
562,EXPRESS SHOPPE,32546,2635 Colonial Ave SW,Roanoke,VA,240153833,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,6/19/2007,12/7/2007,1/24/2008,25," $ 2,000.00 ",,,,,
772,SHEETZ 300,11141,1212 Williamson Rd,Roanoke,VA,24016,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,12/14/2007,,03/20/08,25," $ 2,000.00 ",,,,,
935,STOP IN FOOD STORES 58,32361,3911 Melrose Ave NW,Roanoke,VA,24017,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/25/2008,,5/5/2008,25," $ 2,000.00 ",,,,,
965,JORDAN MART,1520,2607 Core Rd NW,Roanoke,VA,24017,SOLD TO UAB,1,N,ROANOKE,INITIAL HEARING,10/4/2007,4/11/2008,05/27/08,,,,,,Y,
392,LAFAYETTE GROCERY MART,41894,1035 Lafayette Blvd NW,Roanoke,VA,240173529,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,10/18/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
217,WILCO #683,13074,4350 Brambleton Ave SW,Roanoke,VA,24018,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/25/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
902,EZN 202,78130,4040 Electric Rd,Roanoke,VA,24018,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/11/2008,,04/21/08,25," $ 2,000.00 ",,,,,
218,CVS PHARMACY # 4378,75316,4400 Brambleton Ave,Roanoke,VA,240183427,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/25/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
196,PETERS CREEK GETTY MART,7477,5420  Peters Creek Rd,Roanoke,VA,24019,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/14/2007,,7/16/2007,25," $ 2,000.00 ",,,,,
853,QUICK N SAVE FOOD MART,33408,4662 Old Mountain Rd,Roanoke,VA,24019,SOLD TO UAB,1,Y,ROANOKE,INITIAL HEARING,8/8/2007,2/26/2008,04/07/08,30," $ 3,000.00 ",10,,,,
922,EL TOREO,17401,6617 Thirlane Rd NW,Roanoke,VA,24019,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/10/2008,,04/25/08,25," $ 2,000.00 ",,,,,
379,HANGING ROCK FAST FOOD MARKET,13359,1812 Thompson Memorial Dr,Roanoke,VA,240195532,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,9/14/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
642,THE ROCK HOUSE,77392,1100 Philpott Hwy,Axton,VA,24054,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,10/2/2007,,1/30/2008,25," $ 2,000.00 ",,,,,
404,EASTWOOD GENERAL STORE,47364,1555 Irisburg Rd,Axton,VA,240542384,SOLD TO UAB,1,N,LYNCHBURG,OFFER IN COMPROMISE,7/17/2007,10/24/2007,11/15/2007,," $ 1,500.00 ",,,,,
310,DODGES STORE,30899,4863 Virginia Ave,Bassett,VA,24055,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,8/27/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
601,SPEEDWAY # 8,39678,5975 Fairystone Pky,Bassett,VA,24055,SOLD TO UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/8/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
954,"B & S MART, INC.",31328,9965 Bent Mountain Rd,Bent Mountain,VA,24059,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,3/20/2008,,05/12/08,25," $ 2,000.00 ",,,,,
773,WILCO #651,13071,2111 S Main St,Blacksburg,VA,24060,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,11/5/2007,,03/20/08,25," $ 2,000.00 ",,,,,
863,CHAMPS SPORTS BAR & CAFÉ,5375,111 N Main St,Blacksburg,VA,24060,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/7/2008,,4/8/2008,25," $ 2,000.00 ",,,,,
916,BOGENS,34096,622 N Main St,Blacksburg,VA,24060,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,2/7/2008,,04/25/08,25," $ 2,000.00 ",,,,,
242,THE GOBBLER ITALIAN RESTAURANT,40076,890 Kabrich St,Blacksburg,VA,240603343,SOLD TO UAB,1,N,ROANOKE,CONSENT SETTLEMENT,6/14/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
