RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
897,THE TWILIGHT ZONE CAFÉ,42177,815 SOUTH LOUDON ST,WINCHESTER,VA,22601,CEASES TO QUALIFY,1,N,STAUNTON,INITIAL HEARING,11/1/2008,06/10/10,7," $ 1,000.00 ",,,,,
348,ONE STOP FOOD MART,5867,1039 MILLWOOD PIKE,WINCHESTER,VA,22602,"QUALIFICATIONS TO RETAIN LICENSE-""GROCERY STORE""",1,N,STAUNTON,INITIAL HEARING,3/24/2009,11/13/09,7, $ 250.00 ,,,,,
597,MIMOSA ASIAN FUSHION RESTAURANT,52332,202 GROCERY AVENUE,WINCHESTER,VA,22602,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/10/2009,02/16/10,," $ 2,000.00 ",,,,,
573,7 ELEVEN STORE 32356A,54494,2035 NORTHWESTERN PIKE,WINCHESTER,VA,22603,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/10/2009,02/11/10,," $ 2,000.00 ",,,,,
595,7 ELEVEN 39290A,63607,1511 MARTINSBURG PIKE,WINCHESTER,VA,22603,"MISREPSENTED A MATERIAL FACT, ATTEMPTED TO DEFRAUD THE BOARD",2,N,STAUNTON,OFFER-IN-COMPROMISE,12/4/2009,02/11/10,," $ 2,000.00 ",,,,,APPLICATION_ GRANTED
167,340 QUICK MART,40738,304 N BUCKMARSH STREET,BERRYVILLE,VA,22611,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/25/2009,08/24/09,," $ 2,000.00 ",,,,,
526,340 QUICK MART,40738,304 N BUCKMARSH STREET,BERRYVILLE,VA,22611,"DESIGNATED MANAGER NOT ON DUTY, FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION, DESIGNATED MANAGER NOT POSTED",3,N,STAUNTON,INITIAL HEARING,7/7/2009,02/01/10,7," $ 1,000.00 ",,,,Y,"CH 1&2-CIVIL PENALTY, CH 3-DISMISSED"
651,FOCACCIA ITALIAN GRILL,51549,15 CROW STREET,BERRYVILLE,VA,22611,"UAB, FAILUE TO HAVE DESIGNATED MANAGER ON DUTY",2,N,STAUNTON,OFFER-IN-COMPROMISE,6/25/2009,03/01/10,15,   ,,,,,
289,JIM'S COUNTRY STORE,20513,26 SHENANDOAH RIVER LANE,BOYCE,VA,22620,UAB,1,Y,STAUNTON,OFFER-IN-COMPROMISE,6/25/2009,10/23/09,15,,,,,,
246,SETTLES GROCERY & GARAGE,52957,"HWY 522, P.O. BOX 39",FLINT HILL,VA,22627,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2009,09/17/09,," $ 2,000.00 ",,,,,
129,THE WINE AND DUCK,49898,117 E MAIN STREET,FRONT ROYAL,VA,22630,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,STAUNTON,CONSENT SETTLEMENT,5/26/2009,08/11/09,7,,,,,,
201,7 ELEVEN STORE 2531 28588 A,56454,841 JOHN MARSHALL HWY,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2009,09/01/09,," $ 2,000.00 ",,,,,
242,SAMURAI STEAKHOUSE & SEAFOOD,54731,241 CHESTER STREET,FRONT ROYAL,VA,22630,ADVERTISING-HAPPY HOUR,1,N,STAUNTON,CONSENT SETTLEMENT,7/27/2009,09/17/09,, $ 500.00 ,,,,,
245,WILCO #708,55277,1710 N SHENANDOAH AVENUE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2009,09/17/09,," $ 2,000.00 ",,,,,
841,DEANS STEAKHOUSE,5226,708 S ROYAL AVE,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,INITIAL HEARING,11/12/2009,05/11/10,25," $ 2,000.00 ",,,,,
843,SHENANDOAH FARMS GROCERY,43614,3 BLUE MOUNTAIN RD,FRONT ROYAL,VA,22630,UAB,1,N,STAUNTON,INITIAL HEARING,11/12/2009,05/11/10,20," $ 1,750.00 ",,,,,
529,PHILIP CARTER WINERY,19141,4366 STILLHOUSE ROAD,HUME,VA,22639,FAILED TO FILE WINE WHOLESALERS TAX REPORT,1,N,STAUNTON,INITIAL HEARING,5/16/2009,02/01/10,7, $ 500.00 ,,,,,
636,MIDDLETOWN LIBERTY,47269,90 RELIANCE ROAD,MIDDLETOWN,VA,22645,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/10/2009,02/24/10,," $ 2,000.00 ",,,,,
107,THE CORNERS BAR & GRILL,45615,1429 S PIFER ROAD,STAR TANNERY,VA,22654,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/5/2009,08/05/09,," $ 2,000.00 ",,,,,
420,HANDY MART #19,46726,760 WARRIOR DRIVE,STEPHENS CITY,VA,22655,UAB,1,N,STAUNTON,INITIAL HEARING,3/31/2009,12/21/09,25," $ 2,000.00 ",,,,,
41,STRASBURG THEATER,42230,151 W KING STREET,STRASBURG,VA,22657,"QUALIFICATION TO RETAIN M.B. LICENSE-""RESTAURANT""",1,N,STAUNTON,APPEAL HEARING,5/31/2008,07/21/09,,,,,,,WRITTEN WARNING
96,FOXS PIZZA DEN,49027,289 N MASSANUTTEN STREET,STRASBURG,VA,22657,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/5/2009,08/02/09,," $ 2,000.00 ",,,,,
199,MILANOS ENTERPRISES LLC,57176,131 149 N MASSANUTTEN STREET,STRASBURG,VA,22657,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/5/2009,09/01/09,," $ 2,000.00 ",,,,,
437,STRASBURG THEATER,42230,151 W KING STREET,STRASBURG,VA,22657,"ALLOWED STRIPTEASE ACT, ALLOW EMPLOYEES TO APPEAR NUDE OR PARTIALLY NUDE, DISORDERLY CONDUCT (LEWD)",3,N,STAUNTON,APPEAL HEARING,2/6/2009,12/22/09,15," $ 1,500.00 ",,,,,
920,WEST END STORE,41024,2936 JOHN MARSHALL HWY,STRASBURG,VA,22657,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,5/6/2010,06/16/10,," $ 2,000.00 ",,,,,
926,HOTEL STRASBURG,63882,213 S. HOLLIDAY STREET,STRASBURG,VA,22657,UAB,1,N,STAUNTON,OFFER-IN-COMPROMISE,5/6/2010,06/24/10,," $ 1,500.00 ",,,,,
106,HANDY MART #2,11963,3217 S MAIN STREET,TOMS BROOK,VA,22660,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,5/29/2009,08/05/09,," $ 2,000.00 ",,,,,
501,SPIRITS,62658,401 S MAIN STREET,CULPEPER,VA,22701,FAILED TO COMPLY WITH ABC LAWS AND REGULATIONS,1,N,STAUNTON,INITIAL HEARING,12/22/2009,01/22/10,,,,,,,APPLICATION GRANTED
788,7 ELEVEN STORE 2531 10661 h,9348,883 N MAIN ST,CULPEPER,VA,22701,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/12/2010,04/23/10,,"$2,000.00 ",,,,,
783,THE BAVARIAN CHEF,24797,5102 S SEMINOLE TR,MADISON,VA,22727,UAB,1,N,STAUNTON,INITIAL HEARING,10/2/2009,04/23/10,15," $ 1,500.00 ",,,,,
247,211 QUICKE MART,71110,12663 LEE HWY,WASHINGTON,VA,22747,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2009,09/17/09,," $ 2,000.00 ",,,,,
43,FOOD MART ,43210,953 S HIGH STREET,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,INITIAL HEARING,12/4/2008,07/21/09,20," $ 1,750.00 ",,,,,
278,CAFÉ JAKO,41843,"182 NEFF AVENUE, STE W10",HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/4/2009,10/16/09,," $ 2,000.00 ",,,,,
300,MIDTOWNE MARKET,46423,20 W WATER STREET,HARRISONBURG,VA,22801,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/4/2009,10/27/09,," $ 2,000.00 ",,,,,
325,THE PUB,43913,1950 DEYERLE AVENUE,HARRISONBURG,VA,22801,"FINANCIAL RESPONSIBILITY, FAILED TO SUBMIT ACCURATE ANNUAL REVIEW REPORT, QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION), DEFRAUD OR ATTEMPTED TO DEFRAUD THE BOARD",5,N,STAUNTON,INITIAL HEARING,3/12/2009,11/05/09,10," $ 1,750.00 ",,,,Y,"CH 1,2 & 4-DISMISSED, Ch 3-7/$750, ch 5-10/$1,000"
408,THE ARTFUL DODGER,21494,47 COURT SQUARE,HARRISONBURG,VA,22801,"FINANCIAL RESPONSIBILITY, FAILED TO SUBMIT ACCURATE ANNUAL REVIEW REPORT ",2,N,STAUNTON,OFFER-IN-COMPROMISE,8/21/2009,12/15/09,," $ 1,000.00 ",,,,,
682,ROUTE 33 EXPRESS MART,62214,3229 RAWLEY PIKE,HARRISONBURG,VA,22801,SO LOCATED...AFFECT REAL PROPERTY,1,N,STAUNTON,INITIAL HEARING,8/28/2009,03/08/10,,,,,,,APPLICATION GRANTED
886,BRAVO WINE CELLAR,46876,1586 B S. MAIN STRET,HARRISONBURG,VA,22801,SOLD WINE WITHOUT APPROVAL FROM BOARD,1,N,STAUNTON,OFFER-IN-COMPROMISE,1/21/2010,06/08/10,0, $ 500.00 ,,,,,
735,LASAGNA HOUSE LLC,56403,415 N MAIN ST,BRIDGEWATER,VA,22812,UAB; ALLOWED INTOXICATED PERSON TO LOITER,2,N,STAUNTON,CONSENT SETTLEMENT,12/22/2009,04/05/10,," $ 2,500.00 ",,,,,
102,LARKINS STORE,7219,19004 SENEDO ROAD,EDINBURG,VA,22824,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,5/29/2009,08/05/09,," $ 2,000.00 ",,,,,
355,VALLEY'S 37,25962,102 BLUE AND GOLD DRIVE,ELKTON,VA,22827,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/2/2009,11/24/09,25,,,,,,
239,CAVERNS COUNTRY CLUB,19446,910 TC NORTHCOTT BLVD,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2009,09/17/09,25,,,,,,
240,A MOMENT TO REMEMBER,54719,55 E MAIN STREET,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2009,09/17/09,25,,,,,,
758,OUTLANDERS INC,33072,4768 US HWY 211 W,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/9/2010,04/07/10,," $ 2,000.00 ",,,,,
772,COURT HOUSE ANTIQUES & REPRODUCTIONS,55173,14 E MAIN ST,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/9/2010,04/14/10,25,,,,,,
777,OUTLANDERS INC,33072,4768 US HWY 211 W,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/9/2010,04/16/10,,"$2,000.00 ",,,,,
778,HIGH UP OF LURAY LLC,61417,725 E MAIN ST,LURAY,VA,22835,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/9/2010,04/16/10,,"$2,000.00 ",,,,,
455,VILLAGE MARKET,30207,10775 MCGAHEYSVILLE ROAD,MCGAHEYSVILLE,VA,22840,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2009,01/04/10,," $ 2,000.00 ",,,,,
474,THUNDERBIRD CAFÉ,54373,42A ISLAND FORD ROAD,MCGAHEYSVILLE,VA,22840,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2009,01/04/10,25,,,,,,
549,M V C C 4,70804,47 DINKEL AVENUE,MOUNT CRAWFORD,VA,22841,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/6/2009,02/04/10,," $ 2,000.00 ",,,,,
118,FOOD MART BLIMPIE,43294,145 W OLD CROSS ROAD,NEW MARKET,VA,22844,NOT LEGITIMATE OWNER,1,N,STAUNTON,INITIAL HEARING,8/8/2008,08/11/09,,,,,Y,,REVOKED
211,NEW MARKET CONVENIENCE,58720,186 OLD CROSS ROAD,NEW MARKET,VA,22844,HAS DEMONSTRATED BY (POLICE RECORD/RECORD AS FORMER LICENSEE) A LACK OF RESPECT FOR LAW AND ORDER,1,N,STAUNTON,INITIAL HEARING,10/17/2008,09/03/09,,,,,,,APPLICATION GRANTED
310,SHENANDOAH GRILL,56877,418 NORTH FIFTH STREET,SHENANDOAH,VA,22849,"SO SITUATED WITH RESPECT TO CHURCH; SO SITUATED WITH RESPECT TO RESIDENCE OR RESIDENTIAL AREA, APPLICANT HAS NOT RESIDED IN THE COMMONWEALTH ONE YEAR PRECEDING APPLICATION",3,N,STAUNTON,APPEAL HEARING,3/10/2009,11/03/09,,,,,,Y,"APPLICATION-OBJ 1 & 3-DENIED, OBJ 2-DISMISSED"
331,7 ELEVEN STORE 2531 16543 D,1815,385 GREENBRIER DRIVE,CHARLOTTESVILLE,VA,22901,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/18/2009,11/09/09,," $ 2,000.00 ",,,,,
369,MAHARAJA INDIAN CUISINE,35731,139 ZAN ROAD,CHARLOTTESVILLE,VA,22901,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/25/2009,11/24/09,," $ 2,000.00 ",,,,,
895,THAI 99 RESTAURANT,14257,915 GARDENS BLVD,CHARLOTTESVILLE,VA,22901,MBAR,1,Y,STAUNTON,INITIAL HEARING,12/1/2009,06/10/10,7, $ 500.00 ,,,,,
47,AMIGOS MEXICAN RESTAURANT,8221,1143 5TH STREET SW,CHARLOTTESVILLE,VA,22902,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,STAUNTON,INITIAL HEARING,2/4/2009,07/21/09,7, $ 500.00 ,,,,,
79,VENTANA,52035,117 5TH STREET SE,CHARLOTTESVILLE,VA,22902,AFTER HOURS CONSUMPTION OF A.B.-M.B. LOCALITY,1,N,STAUNTON,CONSENT SETTLEMENT,4/4/2009,08/05/09,10,,,,,,
347,RAPTURE INC,2154,303 E MAIN STREET,CHARLOTTESVILLE,VA,22902,AFTRE HOURS CONSUMPTION OF A.B.-MB LOCALITY,1,N,STAUNTON,INITIAL HEARING,4/4/2009,11/13/09,10," $ 1,000.00 ",,,,,
900,THE SOUTHERN CAFÉ & MUSIC HALL,62059,101 1ST ST STE 103,CHARLOTTESVILLE,VA,22902,CEASES TO QUALIFY,1,N,STAUNTON,INITIAL HEARING,7/24/2009,06/10/10,,,,,,,APPLICATION GRANTED
409,SHEBEEN CATERING,52178,247 RIDGE MCINTIRE ROAD,CHARLOTTESVILLE,VA,22903,FAILED TO COMPLY WITH ABC LAWS AND REGULATIONS,1,N,STAUNTON,OFFER-IN-COMPROMISE,10/3/2009,12/15/09,, $ 500.00 ,,,,,
414,COUPE DEVILLES RESTAURANT,38112,9 ELLIEWOOD AVENUE,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,OFFER-IN-COMPROMISE,9/18/2009,12/15/09,," $ 2,000.00 ",,,,,
618,CANTINA,51414,11 ELLIEWOOD AVE,CHARLOTESVILLE,VA,22903,ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGE BY INTOXICATED PERSON,1,N,STAUNTON,INITIAL HEARING,8/22/2009,02/16/10,20," $ 1,750.00 ",,,,,
903,BOYLAN HEIGHTS,52297,"102 14TH ST, NW",CHARLOTTESVILLE,VA,22903,ADVERTISE HAPPY HOUR,1,Y,STAUNTON,INITIAL HEARING,2/15/2010,06/15/10,7, $ 500.00 ,,,,,
912,12TH STREET TAPHOUSE,56434,1202 W MAIN ST,CHARLOTTESVILLE,VA,22903,DISHONORED CHECK,1,N,STAUNTON,CONSENT SETTLEMENT,4/27/2010,06/09/10,, $ 500.00 ,,,,,
285,DIMARIE RESTAURANT & GROCERY,59903,153 BYRD STREET,ORANGE,VA,22960,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/14/2009,10/16/09,25,,,,,,
565,FOOD LION 1402 ,9861,10573 JAMES MADISON HWY,ORANGE,VA,22960,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/24/2009,02/08/10,," $ 2,000.00 ",,,,,
558,WILLIAMS GROCERY,41280,439 WILLIAMSTOWN ROAD,SHIPMAN,VA,22971,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/4/2009,02/08/10,," $ 2,000.00 ",,,,,
479,LADD CONVENIENCE CENTER,53516,4633 STUARTS DRAFT HWY,WAYNESBORO,VA,22980,REQUEST FOR APPROVAL/DISAPPROVAL OF DESIGNATED MANAGER,1,N,STAUNTON,INITIAL HEARING,5/27/2009,01/13/10,,,,,,,DESIGNATED MANAGER APPROVED
464,COUNTRY QUICK STOP,9049,7730 MILITARY ROAD,AMELIA COURT HOUSE,VA,23002,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/31/2009,01/04/10,," $ 2,000.00 ",,,,,
600,JAX,57980,28895 N JAMES MADISON HWY,ARVONIA,VA,23004,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/2/2009,02/16/10,," $ 2,000.00 ",,,,,
15,ASHLAND EXXON,30169,816 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,4/3/2009,07/06/09,," $ 2,000.00 ",,,,,
445,JADE CHINESE RESTAURANT,52497,10180 LAKERIDGE PKWY,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/17/2009,01/04/10,," $ 2,000.00 ",,,,,
572,FOOD LION 681,9759,9541 KINGS CHARTER DRIVE,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/8/2009,02/11/10,," $ 2,000.00 ",,,,,
574,APPLEBEES NEIGHBORHOOD GRILL & BAR,50453,101 S CARTER ROAD,ASHLAND,VA,23005,ILLEGAL GAMBLING,1,N,RICHMOND,CONSENT SETTLEMENT,11/10/2009,02/11/10,, $ 500.00 ,,,,,
642,DOSWELL MARKET,42380,15145 WASHINGTON HWY,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/23/2009,02/24/10,," $ 2,000.00 ",,,,,
643,SHEETZ # 286,11120,10036 SLIDING HILL ROAD,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,7/30/2009,02/24/10,," $ 2,000.00 ",,,,,
204,7 ELEVEN STORE 2516 19702 H,23154,5072 RICHMOND TAPPAHANNOCK HWY,AYLETT,VA,23009,DESIGNATED MANAGER NOT ON DUTY,1,N,RICHMOND,CONSENT SETTLEMENT,7/9/2009,09/01/09,, $ 500.00 ,,,,,
634,DOSWELL EXPRESS,40752,16414 WASHINGTON HWY,DOSWELL,VA,23047,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,7/23/2009,02/24/10,," $ 2,000.00 ",,,,,
599,RUBY TUESDAY 249,74468,10101 BROOK ROAD,GLEN ALLEN,VA,23059,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/5/2009,02/16/10,," $ 2,000.00 ",,,,,
267,WAWA FOOD MARKETS #677,13577,8800 BROOK ROAD,GLEN ALLEN,VA,23060,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,6/15/2009,10/07/09,," $ 10,000.00 ",5,,,,
271,DAVE & BUSTERS,56506,4001 BROWNSTONE BLVD,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,8/11/2009,10/16/09,," $ 2,000.00 ",,,,,
364,EAST COAST #4059,13302,9800 W BROAD STREET ,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/23/2009,11/24/09,," $ 2,000.00 ",,,,,
434,MEGA MART,47724,1611 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,UAB,1,Y,RICHMOND,INITIAL HEARING,6/15/2009,12/22/09,30," $ 3,000.00 ",10,,,,
495,MOUNTAIN EXPRESS,401,1680 MOUNTAIN ROAD,GLEN ALLEN,VA,23060,UAB,1,Y,RICHMOND,APPEAL HEARING,8/1/2008,01/22/10,," $ 2,000.00 ",,,,,
640,CHEN'S CHINESE RESTAURANT,16836,11361 NUCKOLS ROAD,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/16/2009,02/24/10,," $ 2,000.00 ",,,,,
262,OLIVIAS IN THE VILLAGE,40902,6597 MAIN STREET,GLOUCESTER,VA,23061,"FAILED TO OBLITERATE M.B. STAMPS, KEPT M.B. NOT BEARING M.B. STAMPS",2,N,HAMPTON,INITIAL HEARING,1/7/2009,10/07/09,10," $ 1,500.00 ",,,,,
291,GLOUCESTER MOOSE LODGE 886,73820,6565 MOOSE DRIVE,GLOUCESTER,VA,23061,"GAMBLING, GAMBLING (APPARATUS/MACHINE/DEVICE)",2,N,HAMPTON,INITIAL HEARING,2/15/2009,10/23/09,7, $ 400.00 ,,,,,
468,DAMON & COMPANY,38682,7104 GEORGE WASHINGTON MEMORIAL HWY,GLOUCESTER,VA,23061,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/16/2009,01/04/10,," $ 2,000.00 ",,,,,
70,STOP & GO,40875,1505 GEORGE WASHINGTON MEMORIAL HWY,GLOUCESTER POINT,VA,23062,"FAILED TO KEEP RECORDS (GENERAL), QUALIFICATIONS TO RETAIN LICENSE-""CONVENEINCE GROCERY STORE"", ILLEGAL USE OR SALE OF CONTROLLED SUBSTANCE",3,N,HAMPTON,OFFER-IN-COMPROMISE,3/3/2009,08/03/09,," $ 1,500.00 ",,,,,
650,TAYLORS SERVICE CENTER,14447,1924 SANDY HOOK ROAD,GOOCHLAND,VA,23063,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,12/9/2009,03/01/10,," $ 1,500.00 ",,,,,
832,CRUISERS SPORTS BAR & GRILL,71134,4938 GEORGE WASHINGTON MEM HWY,HAYES,VA,23072,FAILED TO SUBMIT MBAR; MADE GIFTS OF AB'S; DEFRAUDED THE BOARD; FAILED TO KEEP COMPLETE RECORDS; DECEIVED THE BOARD,5,N,HAMPTON,OFFER-IN-COMPROMISE,10/7/2009,04/30/10,0," $ 5,500.00 ",12,,,,
34,ROYAL MART #8,45920,1113 E NINE MILE ROAD,HIGHLAND SPRINGS,VA,23075,UAB,1,Y,RICHMOND,INITIAL HEARING,12/8/2008,07/21/09,,,,,,Y,DISMISSED
6,EXXON #26977,14234,6446 RICHMOND ROAD,LIGHTFOOT,VA,23090,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/27/2009,07/06/09,," $ 2,000.00 ",,,,,
268,TANGLEWOOD ORDINARY,42438,2210 RIVER ROAD W,MAIDENS,VA,23102,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,6/19/2009,10/06/09,15,,,,,,
540,SYCAMORE CREEK GOLF COURSE,55899,1991 MANAKIN ROAD,MANAKIN SABOT,VA,23103,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,11/6/2009,02/01/10,," $ 1,500.00 ",,,,,
435,QUEENFIELD GOLF COURSE,15757,1986 DABNEYS MILL ROAD,MANQUIN,VA,23106,UAB,1,N,RICHMOND,INITIAL HEARING,3/11/2009,12/22/09,25," $ 2,000.00 ",,,,,
804,CAPN RALPHS RESTAURANT & TAVERN,59114,286 MAIN ST,MATTHEWS,VA,23109,CEASES TO QUALIFY; FINANCIAL RESPONSIBILITY; FAIL KEEP RECORDS; DEFRAUD BOARD,4,Y,HAMPTON,INITIAL HEARING,7/1/2009,04/29/10,,,,,,,TERMINATED; LICENSE SURRENDERED
635,CHICKAHOMINY MARKET,10000,5181 COLD HARBOR ROAD,MECHANICSVILLE,VA,23111,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,7/8/2009,02/24/10,," $ 2,000.00 ",,,,,
655,TGI FRIDAYS,50174,8100 CREIGHTON ROAD,MECHANICSVILLE,VA,23111,MEETING PLACE RENDEZVOUS DRUGS,1,N,RICHMOND,OFFER-IN-COMPROMISE,3/7/2008,03/01/10,0," $ 1,000.00 ",,,,,
749,7 ELEVEN STORE 2516 24591 H,35140,8025 MECHANICSVILLE TPKE,MECHANICSVILLE,VA,23111,UAB,1,Y,RICHMOND,OFFER-IN-COMPROMISE,7/30/2009,04/08/10,," $ 5,000.00 ",14,,,,
35,BUFFALO WILD WINGS GRILL & BAR,41341,12056 SOUTHSHORE POINTE DRIVE,MIDLOTHIAN,VA,23112,UAB,1,Y,RICHMOND,INITIAL HEARING,8/13/2008,07/21/09,,,,,,Y,DISMISSED
288,ASIA CAFÉ,43895,13981 HULL STREET ROAD,MIDLOTHIAN,VA,23112,"FAILED TO SUBMIT ANNAUL REVIEW REPORT, MANAGER-UNABLE TO SPEAK, READ AN WRITE ENGLISH LANGUAGE, DESIGNATED MANAGER NOT POSTED, FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION, KEPT M.B. NOT BEARING MB STAMPS, UAB",6,N,RICHMOND,INITIAL HEARING,1/20/2009,10/23/09,7," $ 1,000.00 ",,,Y,Y,"CH 1&4-DISMISSED, CH2,3,5&6-MB ONLY-REVOKED, CH2&3-W&B ONLY-PENALTY"
292,MURPHY'S LAW II,41250,13995 RAISED ANTLER CIRCLE,MIDLOTHIAN,VA,23112,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)",1,Y,RICHMOND,INITIAL HEARING,1/1/2009,10/23/09,15," $ 1,500.00 ",7,,,,
593,KMART 3634,3019,1103 HULL STREET,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,OFFER-IN-COMPROMISE,11/24/2009,02/16/10,," $ 1,500.00 ",,,,,
647,TARGET STORE T 1225,45174,4601 COMMONWEALTH CENTRE PKWY,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/29/2009,02/25/10,," $ 2,000.00 ",,,,,
733,STYLES BI RITE,57102,11300 HULL STREET ROAD,MIDLOTHIAN,VA,23112,"POSSESSED ILLEGAL GAMBLING DEVICE, ALLOWED ILLEGAL GAMBLING",2,N,RICHMOND,OFFER-IN-COMPROMISE,2/20/2009,04/01/10,," $ 1,000.00 ",7,,,,REFRAIN FROM PLACING VIDEO GAMING EQUIP. W/O BLEO APPROVAL & FAILURE TO MEET CONDITIONS IS AUTO REVOCATION OF LICENSE.
904,BELLGRADE SHELL,73188,11440 W HUGENOT RD,MIDLOTHIAN,VA,23113,UAB,1,N,RICHMOND,INITIAL HEARING,12/30/2009,06/15/10,20," $ 1,750.00 ",,,,,
861,UPPY'S 19,10291,113 BROWNS WAY RD,MIDLOTHIAN,VA,23114,UAB,1,Y,RICHMOND,INITIAL HEARING,12/30/2009,05/21/10,30," $ 3,000.00 ",10,,,,
703,FAMILY FOOD,44327,16910 HULL STREET RD,MOSELEY,VA,23120,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,12/28/2009,03/17/10,," $ 2,000.00 ",,,,,
535,BY THE RIVER RESTAURANT,53069,31937 N JAMES MADISON HWY,NEW CANTON,VA,23123,UAB,1,N,LYNCHBURG,OFFER-IN-COMPROMISE,11/2/2009,02/01/10,," $ 1,500.00 ",,,,,
