RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
17,MING DYNASTY RESTAURANT,45422,"1417 EMMET ST, N",CHARLOTTESVILLE,VA,22903,LICENSEE KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL AND KEEP; FAILED OR REFUSED TO COMPLY WITH CONDITION OF LICENSE,2,N,STAUNTON,INITIAL HEARING,3/20/2012,N,4/3/2012,5/16/2012,6/4/2012,7/11/2012,,,,,,Y,CH1 NO PENALTY; CH2 DISMISSED,,,,,,,,,,
149,MELLOW MUSHROOM,11765,1321 W MAIN ST,CHARLOTTESVILLE,VA,22903,UAB; ALLOWED CONSUMPTION OF UAB,2,Y,STAUNTON,INITIAL HEARING,1/18/2012,Y,1/30/2012,6/27/2012,8/13/2012,9/14/2012,,,,,,Y,,,,,,,,,,,
249,SUSHI LOVE,62231,12 ELLIEWOOD AVENUE,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/20/2012,N,10/2/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
424,HARVEST MOON CATERING,45050,"946 GRADY AVENUE, SUITE 17",CHARLOTTESVILLE,VA,22903,LICENSEE KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES LICENSEE WAS NOT AUTHORIZED TO SELL,1,N,STAUNTON,CONSENT SETTLEMENT,12/5/2012,N,12/7/2012,,,1/14/2013,, $ 500.00 ,,,,,,,,,,,,,,,
442,COURTYARD CHARLOTTESVILLE - UVA / MEDICAL CENTER,53534,1201 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/13/2012,N,12/27/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
459,TARA THAI RESTAURANT,56533,"1107 EMMET STREET N, SUITE F",CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/13/2012,N,12/27/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
507,WEST MAIN,67097,333 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/10/2013,N,2/1/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
594,GINGKO RESTAURANT,81211,104 14TH ST NW,CHARLOTTESVILLE,VA,22903,LICENSEE KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES LICENSEE WAS NOT AUTHORIZED TO SELL,1,N,STAUNTON,INITIAL HEARING,1/14/2013,N,1/31/2013,3/19/2013,3/28/2013,5/2/2013,7, $ 750.00 ,,,,,,,,,,,,,,,
684,EL JARIPEO LLC,78466,1202 W MAIN STREET,CHARLOTTESVILLE,VA,22903,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/21/2013,N,6/4/2013,,,6/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
435,WALGREENS 09417,63136,3489 SEMINOL TRAIL,CHARLOTTESVILLE,VA,22911,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/4/2012,N,12/13/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
446,7 ELEVEN STORE 35272-H,69333,3455 SEMINOLE TRAIL,CHARLOTTESVILLE,VA,22911,UAB,1,N,STAUNTON,CONSENT SETTLEMENT,12/4/2012,N,12/13/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
467,PATRICK BROTHERS,50117,10185 ROCKFISH VALLEY HIGHWAY,AFTON,VA,22920,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/7/2012,N,1/2/2013,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
35,D AND W LLC,46098,6098 ROCKFISH GAP TNPK,CROZET,VA,22932,UAB,1,N,STAUNTON,INITIAL HEARING,3/2/2012,N,3/7/2012,4/13/2012,6/12/2012,7/19/2012,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
102,"SHENANDOAH RESORT COMMUNITY ASSOCIATION, INC",8675,174 HORSESHOE CIRCLE,GORDONSVILLE,VA,22942,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/26/2012,N,8/7/2012,,,8/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
318,MIGHT MART,39317,584 JAMES MADISON HWY,GORDONSVILLE,VA,22942,UAB,1,N,RICHMOND,OFFER IN COMPROMISE,8/28/2012,N,10/12/2012,,,11/26/2012,," $ 1,000.00 ",,,,,EMPLOYEE THAT SOLD TO ATTEND RSVP,,,,,,,,,,
332,SHADY'S,12524,15819 THOMAS NELSON HIGHWAY,LOVINGSTON,VA,22949,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/1/2012,N,11/28/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
373,ROUTE 20 MARKET,56731,285 BERRY HILL ROAD,ORANGE,VA,22960,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/13/2012,N,12/6/2012,,,1/4/2013,25,,,,,,,,,,,,,,,,
622,ASIAN CAFÉ,66847,"265 TURKEY SAG TRAIL, UNIT 103",PALMYRA,VA,22963,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/1/2012,N,5/2/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
136,THE JUNCTION,24474,P O BOX 93,PINEY RIVER,VA,22964,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/21/2012,N,8/6/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
388,BEAVER DAM MARKET,80560,"1505 RICHMOND ROAD, SUITE B",TROY,VA,22974,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,11/1/2012,N,12/6/2012,,,1/9/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
6,JO'S PLACE,72717,751 N DELPHINE AVE,WAYNESBORO,VA,22980,UAB,1,N,STAUNTON,INITIAL HEARING,10/28/2011,Y,12/9/2011,4/12/2012,6/1/2012,7/3/2012,25," $ 2,000.00 ",,,,,,,,,,,,,,,
81,GAS MART #16,56041,11901 PATRICK HENRY HIGHWAY,AMELIA,VA,23002,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/4/2012,N,7/11/2012,,,8/14/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
267,COLLEGE CORNER,18988,208 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/17/2012,N,10/12/2012,,,11/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
310,GUIDOS,52872,9563B KINGS CHARTER DR,ASHLAND,VA,23005,FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND,INITIAL HEARING,6/30/2012,N,10/9/2012,10/31/2012,11/7/2012,12/14/2012,5, $ 250.00 ,,,,,,,,,,,,,,,
357,MARTINS FOOD MARKET #6489,64722,253 N WASHINGTON HIGHWAY,ASHLAND,VA,23005,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,9/17/2012,N,11/19/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
456,EAST COAST #4061,13303,801 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,9/17/2012,N,11/20/2012,,,1/31/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
475,KANGAROO EXPRESS #3112,3139,610 ENGLAND STREET,ASHLAND,VA,23005,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,9/7/2012,N,11/19/2012,,,2/7/2013,," $ 1,500.00 ",,,,,MANAGER ATTEND MART,,,,,,,,,,
520,ANNA CABANA,52113,4227 BOGGS DRIVE,BUMPASS,VA,23024,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING JUNE 30, 2012.",1,N,FREDERICKSBURG,CONSENT SETTLEMENT,6/30/2012,N,12/6/2012,,,3/25/2013,7,,,,,,,,,,,,,,,,
117,RAMANS,52763,1913 ANDERSON HIGHWAY,CUMBERLAND,VA,23040,UAB,1,N,LYNCHBURG,CONSENT SETTLEMENT,6/21/2012,N,8/7/2012,,,9/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
42,TOBYS,4570,220 JACKS PLACE,DELTAVILLE,VA,23043,"CEASES TO QUALIFY AS A RESTAURANT; LICENSEE WAS CONVICTED OF A VIOLATION RELATING TO MAUFACTURE, TRANSPORTATION, POSSESSION, USE OR SALE OF ALCOHOLIC BEVERAGES",2,N,HAMPTON,INITIAL HEARING,11/30/2011,N,4/6/2012,5/22/2012,6/12/2012,7/19/2012,7," $ 1,000.00 ",,,,,,,,,,,,,,,
296,TAYLOR'S RESTAURANT,38362,17321 GENERAL PULLER HWY,DELTAVILLE,VA,23043,UAB,1,N,HAMPTON,APPEAL HEARING,11/3/2011,Y,12/15/2011,2/6/2012,3/13/2012,11/29/2012,,,,6,,,RSVP TRAINING ,,,,,,,,,,
352,COURTYARD BY MARRIOTT AT VCC,53765,10077 BROOK ROAD,RICHMOND,VA,23059,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/6/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
353,CASA GRANDE,11301,10120 BROOK ROAD,GLEN ALLEN,VA,23059,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/4/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
448,HANAMI SUSHI,79171,4040-H COX ROAD,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/14/2012,,,1/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
524,7 ELEVEN STORE 32603-B,60042,11480 W BRAOD STREET,GLEN ALLEN,VA,23060,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,2/6/2013,N,2/22/2013,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
680,SILVER DINER,54420,10890 W. BROAD STREET,GLEN ALLEN,VA,23060,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,4/2/2013,Y,5/2/2013,,,6/20/2013,," $ 2,250.00 ",,,,,,,,,,,,,,,
565,NADOLSKIS BUTCHER SHOP,57684,"2913 RIVER RD,STE E",GOOCHLAND,VA,23063,UAB,1,N,FREDERICKSBURG,INITIAL HEARING,11/8/2012,N,1/9/2013,2/5/2013,3/5/2013,4/15/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
656,BYRD CELLARS,61961,5847 RIVER RD W,GOOCHLAND,VA,23063,FAIL TO FILE DIRECT SHIPPERS TAX & ACTIVITY REPORT; SOLD WINT TO RETAIL LICENSEE AND FAILED TO REMIT STATE WINE TAX,2,N,FREDERICKSBURG,INITIAL HEARING,10/15/2012,N,2/6/2013,3/7/2013,5/2/2013,6/5/2013,10," $ 1,500.00 ",,,,,,,,,,,,,,,
292,CRUISERS SPORTS BAR & GRILL,71134,4938 GEORGE WASHINGTON MEM HWY,HAYES,VA,23072,LICENSEE ALLOWED CONSUMPTION OF ALCOHOLIC BEVERAGES BY INTOXICATED PERSONS; ALLOWED 2 INTOXICATED PERSONS TO LOITER,2,N,HAMPTON,INITIAL HEARING,12/3/2011,Y,12/19/2011,9/26/2012,10/25/2012,11/27/2012,25," $ 2,000.00 ",,,,Y,CHG 2 DISMISSED,,,,,,,,,,
681,RAYZWAY EXPRESS TWO,59078,15941 KING WILLIAM ROAD,KING WILLIAM,VA,23086,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,4/23/2013,N,5/21/2013,,,6/24/2013,25,,,,,,,,,,,,,,,,
369,FARMERS FOODS,34536,502 EAST MAIN STREET,LOUISA,VA,23093,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/9/2012,N,12/6/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
379,PIZZA HJT,47407,PO BOX 1158,LOUISA,VA,23093,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,11/8/2012,N,12/3/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
494,BEST VALUE SUPERMARKET,39231,10748 BUCKLEY HALL RD,MATTHEWS,VA,23109,UAB,1,N,HAMPTON,INITIAL HEARING,10/23/2012,N,12/11/2012,1/8/2013,1/31/2013,3/5/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
40,THE VILLE,67624,7526 MECHANICSVILLE TNPK,MECHANICSVILLE,VA,23111,GROSS RECEIPTS FROM SLAE OF FOOD AND NONALCOHOLIC BEVERAGES < 45% OF GROSS RECEIPTS OF MB AND FOOD,1,N,RICHMOND,INITIAL HEARING,1/31/2012,N,5/4/2012,5/21/2012,6/12/2012,7/19/2012,,,,,,,REDUCED TO WRITTEN WARNING,,,,,,,,,,
106,WADES PRODUCE AND SEAFOOD,79474,5912 COLD HARBOR RD,MECHANICSVILLE,VA,23111,PLACE OCCUPIED SO LOCATED WILL ADVERSELY AFFECT REAL PROPERTY VALUES OR INTERFERE WITH QUIETUDE AND TRANQUILITY,1,N,RICHMOND,INITIAL HEARING,5/10/2012,N,5/11/2012,6/11/2012,7/24/2012,8/24/2012,,,,,,,APPLICATION LICENSE GRANTED,,,,,,,,,,
192,YAMATO JAPANESE STEAK HOUSE,22122,13607 HULL STREET ROAD,MIDLOTHIAN,VA,23112,"FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING MAY 31, 2012.",1,Y,RICHMOND,CONSENT SETTLEMENT,7/1/2012,N,9/4/2012,,,10/12/2012,, $ 500.00 ,,,,,,,,,,,,,,,
525,NEW MARKET,76529,3900 N BAILEY BRIDGE ROAD,MIDLOTHIAN,VA,23112,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,10/31/2012,N,12/5/2012,,,3/25/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
637,SHOGUN JAPANESE STEAK & SUSHI RESTAURANT,44985,7020 WOODLAKE COMMONS LOOP,MIDLOTHIAN,VA,23112,ALLOWED CONSUMPTION BY AN EMPLOYEE WHILE ON DUTY; UAB X2,3,Y,RICHMOND,INITIAL HEARING,12/2/2012,N,1/23/2013,3/13/2013,4/18/2013,5/21/2013,35," $ 5,000.00 ",10,,,,,,,,,,,,,,
655,ASIA CAFÉ,43895,13981 HULL STREET RD,MIDLOTHIAN,VA,23112,"FAIL TO HAVE DESIGNATED MANAGER PRESENT; LICENSEE UNABLE TO SPEAK, UNDERSTAND, READ, WRITE ENGLISH",2,N,RICHMOND,INITIAL HEARING,1/17/2013,N,2/12/2013,4/9/2013,5/2/2013,6/5/2013,10," $ 1,000.00 ",,,,Y,CHG 2 DIMISSED,,,,,,,,,,
411,UPPYS XXXV,37596,14008 MIDLOTHIAN TURNPIKE,MIDLOTHIAN,VA,23113,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/7/2012,N,12/7/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
509,AWFUL ARTHURS SEAFOOD COMPANY,67696,1300 SYCAMORE SQUARE,MIDLOTHIAN,VA,23113,KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL,1,N,RICHMOND,CONSENT SETTLEMENT,1/3/2013,N,1/25/2013,,,3/18/2013,, $ 500.00 ,,,,,,,,,,,,,,,
666,LAKE ANNA SMOKEHOUSE & GRILL,23117,131 MINERAL AVENUE,MINERAL,VA,23117,UAB,1,N,FREDERICKSBURG,CONSENT SETTLEMENT,4/10/2013,N,5/21/2013,,,6/13/2013,25,,,,,,,,,,,,,,,,
688,MINERAL EXPRESS LANE,65984,101 E. 1ST STREET,MINERAL,VA,23117,UAB,1,N,FREDERICKSBURG,OFFER IN COMPROMISE,4/10/2013,N,5/21/2013,,,6/24/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
404,THE CLUB AT VINITERRA,64868,8400 OLD CHURCH ROAD,NEW KENT,VA,23124,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/13/2012,N,12/6/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
412,RICKS STOP & SHOP,72311,5321 NEW KENT HIGHWAY,QUINTON,VA,23141,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/6/2013,N,12/7/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
56,REPUBLIC NATIONAL DISTRIBUTING CO,46539,5401 EUBANK ROAD,SANDSTON,VA,23150,MADE GIFTS OF 8 BOTTLES OF VARIOUS TYPES OF WINE TO PERSONS,1,N,RICHMOND,OFFER IN COMPROMISE,4/16/2012,Y,5/14/2012,,,7/24/2012,,,,,,,CHARGE REDUCED TO A WRITTEN WARNING,,,,,,,,,,
116,THE CHEESE SHOP,27727,410 W DUKE OF GLOUCESTER STREET,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/21/2012,N,8/6/2012,,,9/4/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
141,THE GRIDIRON SPORTS GRILLE,63058,113 PALACE LN,WILLIAMSBURG,VA,23185,GROSS RECEIPTS FOOD AND NONALCOHOLIC BEVERAGES<45% OF GROSS RECEIPTS FROM MIXED BEVERAGES AND FOOD; CEASES TO QUALIFY AS A RESTAURANT,2,Y,HAMPTON,INITIAL HEARING,11/30/2011,Y,5/2/2012,8/1/2012,8/8/2012,9/12/2012,15," $ 1,500.00 ",,,,,NO PENALTY FOR CHG 2,,,,,,,,,,
215,MARINOS ITALIAN RESTAURANT,68419,1338 RICHMOND ROAD,WILLIAMSBURG,VA,23185,"FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING JUNE 30, 2012.",1,N,HAMPTON,CONSENT SETTLEMENT,9/19/2012,N,10/4/2012,,,10/22/2012,, $ 500.00 ,,,,,,,,,,,,,,,
250,THE LIBRARY TAVERN,68420,1330 RICHMOND ROAD,WILLIAMSBURG,VA,23185,"FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING JUNE 30, 2012.",1,N,HAMPTON,CONSENT SETTLEMENT,9/19/2012,N,10/12/2012,,,10/31/2012,, $ 500.00 ,,,,,,,,,,,,,,,
311,THE GRIDIRON SPORTS GRILLE,63058,113 PALACE LN,WILLIAMSBURG,VA,23185,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,HAMPTON,INITIAL HEARING,6/5/2012,N,9/7/2012,10/3/2012,11/7/2012,12/14/2012,,,,,Y,,,,,,,,,,,,
355,SEASONS RESTAURANT,59916,110 S HENRY STREET,WILLIAMSBURG,VA,23185,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/10/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
477,ANHEUSER BUSCH,4660,7801 POCAHONTAS TRAIL,WILLIAMSBURG,VA,23185,"LICENSEE FAILED TO COMPLY WITH SPONSORSHIP REQUIREMENTS - JULY 11, 2012 THROUGH AUGUST 10, 2012",1,Y,HAMPTON,OFFER IN COMPROMISE,8/10/2012,Y,11/5/2012,,,2/7/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
315,TEXACO BUS STOP,55843,5443 RICHMOND ROAD,WILLIAMSBURG,VA,23188,"ESTABLISHMENT DOES NOT QUALIFY AS ""GROCERY STORE""; FAILURE TO KEEP COMPLET, ACCURATE AND SEPARATE RECORDS; UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT AND IN CHARGE.",4,Y,HAMPTON,OFFER IN COMPROMISE,6/22/2012,Y,7/10/2012,,,12/5/2012,," $ 2,500.00 ",,,,,,,,,,,,,,,
328,MONTICELLO SHELL,27554,4625 MONTICELLO AVE,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,INITIAL HEARING,6/21/2012,N,7/27/2012,9/27/2012,11/1/2012,12/19/2012,60," $ 5,000.00 ",15,,,,,,,,,,,,,,
334,OPUS 9 STEAKHOUSE,46130,5143 MAIN STREET,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/27/2012,N,11/29/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
439,JUNGLE JIM'S EATERY,57305,561 E ROCHAMBEAU DRIVE,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,6/21/2012,N,9/19/2012,,,1/22/2013,," $ 1,000.00 ",,,,,RSVP & MART TRAINING,,,,,,,,,,
445,CENTER STREET GRILL,40116,5101 CENTER STREET,WILLIAMSBURG,VA,23188,UAB,1,N,HAMPTON,OFFER IN COMPROMISE,10/27/2012,N,11/29/2012,,,1/24/2013,," $ 1,500.00 ",,,,,,,,,,,,,,,
37,AURORA,49768,401 EAST GRACE ST,RICHMOND,VA,23219,GROSS RECEIPTS FROM SLAE OF FOOD AND NONALCOHOLIC BEVERAGES < 45% OF GROSS RECEIPTS OF MB AND FOOD,1,N,RICHMOND,INITIAL HEARING,11/30/2011,Y,3/27/2012,5/21/2012,6/12/2012,7/19/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
320,HILTON GARDEN INN RICHMOND DOWNTOWN,56598,501 E. BROAD STREET,RICHMOND,VA,23219,UAB,1,Y,RICHMOND,OFFER IN COMPROMISE,6/19/2012,Y,8/21/2012,10/31/2012,11/16/2012,11/27/2012,," $ 4,500.00 ",,,,,ALL STAFF TO ATTEND RSVP,,,,,,,,,,
348,THE MANSION,67944,526 N 2ND STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/14/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
375,FRANKLIN EXPRESS,49714,519 E FRANKLIN STREET,RICHMOND,VA,23219,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,11/5/2012,N,12/3/2012,,,1/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
530,BLISS,80721,1005 E MAIN STREET,RICHMOND,VA,23219,LICENSEE FAILED TO OBLITERATE THE MIXED BEVERAGE STAMPS WHEN CONTAINERS WERE EMPTIED; KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL,2,N,RICHMOND,CONSENT SETTLEMENT,12/13/2012,N,2/6/2013,,,3/25/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
558,EPIC/LILLIANS,78548,140 VIRGINIA ST,RICHMOND,VA,23219,UAB; ALLOWED CONSUMPTION BY UNDERAGE PERSON,2,N,RICHMOND,INITIAL HEARING,8/24/2012,N,12/14/2012,2/5/2013,3/1/2013,4/10/2013,25," $ 4,000.00 ",,,,,,,,,,,,,,,
563,FISH BOWL BISTRO AND BAR,65312,"101 S 15TH ST, STE 1-5",RICHMOND,VA,23219,UAB,1,N,RICHMOND,INITIAL HEARING,11/5/2012,N,12/7/2012,2/6/2013,2/27/2013,4/10/2013,25," $ 2,000.00 ",,,,,,,,,,,,,,,
644,KOBE JAPANESE STEAK & SUSHI,57606,19 S 13TH ST,RICHMOND,VA,23219,PURCHASED ALCOHOLIC BEVERAGES FROM THE BOARD EXCEPT FOR CASH,1,Y,RICHMOND,INITIAL HEARING,11/9/2012,Y,12/21/2012,3/6/2013,4/24/2013,5/30/2013,7, $ 500.00 ,,,,,,,,,,,,,,,
662,OFF THE HOOKAH,65584,140 VIRGINIA ST,RICHMOND,VA,23219,"GROSS RECEIPTS OF FOOD AND NONALCOHOLIC VEVERAGES < 45% OF GROSS RECEIPTS FROM MIXED BEVERAGES AND FOOD; FAIL TO KEEP COMPLETE, ACCURATE, SEPARATE RECORDS; FAIL TO SUBMIT MBAR; UAB",4,N,RICHMOND,INITIAL HEARING,11/14/2012,Y,1/9/2013,3/5/2013,5/8/2013,6/11/2013,25," $ 4,750.00 ",,,,,,,,,,,,,,,
19,F W SULLIVANS,62520,2401 W MAIN ST,RICHMOND,VA,23220,GROSS RECEIPTS FROM SLAE OF FOOD AND NONALCOHOLIC BEVERAGES < 45% OF GROSS RECEIPTS OF MB AND FOOD,1,N,RICHMOND,INITIAL HEARING,1/31/2012,N,4/25/2012,5/21/2012,6/4/2012,7/11/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
133,CARVER GROCERY,67785,801 W CLAY STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/14/2012,N,7/31/2012,,,9/12/2012,25,,,,,,,,,,,,,,,,
138,GARNETTS CAFÉ,59241,2001 PARK AVENUE,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,6/19/2012,N,8/3/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
155,THE CAMEL,47142,1621 W BROAD ST,RICHMOND,VA,23220,GROSS RECEIPTS FROM SALE OF FOOD AND NON ALCOHOLIC BEVERAGES <45% GROSS RECEIPTS SALE OF FOOD AND MIXED BEVERAGES,1,N,RICHMOND,INITIAL HEARING,11/30/2011,Y,3/21/2012,6/11/2012,8/16/2012,9/19/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
290,THE REPUBLIC RESTAURANT AND BAR,62349,2053 W BROAD ST,RICHMOND,VA,23220,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,RICHMOND,INITIAL HEARING,7/2/2012,N,9/5/2012,10/12/2012,10/16/2012,11/27/2012,,,,,,,TERMINATED,,,,,,,,,,
347,THE CORNER CONVENIENCE,80184,800 W MARSHALL STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/18/2012,N,12/5/2012,,,12/28/2012,25,,,,,,,,,,,,,,,,
403,DAVIS MARKET,56528,301 W GRACE STREET,RICHMOND,VA,23220,UAB,1,N,RICHMOND,CONSENT SETTLEMENT,9/18/2012,N,12/6/2012,,,1/10/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
425,SPORTS CENTER OF RICHMOND INC / T/A SCOR,45026,1405 OVERBROOK ROAD,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,11/1/2012,N,12/4/2012,,,1/14/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
434,CARY ST MINI MART,62257,1317 W CARY ST.,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,CONSENT SETTLEMENT,9/18/2012,N,12/27/2012,,,1/22/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
497,STRANGE MATTER,61885,929 W GRACE STREET,RICHMOND,VA,23220,"LICENSEE FAILED TO SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING SE,PTEMBER 30, 2012.",1,N,RICHMOND,CONSENT SETTLEMENT,1/24/2013,N,2/6/2013,,,3/4/2013,, $ 500.00 ,,,,,,,,,,,,,,,
500,FAST BREAK CONVENIENCE STORES,40823,1600 WEST BROAD STREET,RICHMOND,VA,23220,UAB,1,Y,RICHMOND,APPEAL HEARING,9/19/2012,N,10/16/2012,11/20/2012,12/10/2012,3/11/2013,5," $ 3,000.00 ",5,,,,,,,,,,,,,,
